,text,sentiment
20505,"_saurus So did and I... now you can hear it again and again, if you wish.",neutral
20506, ...actually find something they`ll like. it`s easy to get a good gift with a lot of money tbh. nowhere near as personal though,positive
20507,OMG The LG KC910 touchscreen fone is such a pile of shite!! Roll on new contract 18 in months,negative
20508,I have one less follower  That makes me sad and I feel like my life is dull and uninteresting.,negative
20509, YES!!! haahaaa.! out break the jellybeaniesss!,positive
20510, happy birthday!!,positive
20511,bought my pink ipod nano 2 days ago  will be this delivered week. YAY!  & hopefully getting ears pierced again in a few weeks XD,positive
20512, 'Restoration of the site would also take place as part of the Banks proposals' - after the birds have gone? Avocets there this yr,neutral
20513,never 'I thought I`d die alone. Another six months I`ll be unknown',negative
20514, no not at all. I MISS GIRLFRIENDS!!!!  i have all the seasons.,negative
20515,back is from a weekend get away,neutral
20516, THANKS!,positive
20517," the plugs mind work, but the patent got turned down b/c someone already thought of earplugs and benedryl",neutral
20518, that sounds interesting. wish my phone did java..,neutral
20519," Awesome! Saw you added me on MySpace, you could please >NOT< tag me in the photos there?  Thanks.",positive
20520, wasn`t much of a debate,negative
20521, feelings my are hurt,negative
20522,I`ve got a headache  !!!,negative
20523,On my way home in the sunshine with bag a full of my stuff from work...,neutral
20524, hahah I`ll try,neutral
20525,"It`s am, 6 I haven`t been to bed yet, and I just got my second wind.  Guess I should edit or read or something until I feel tired huh?",neutral
20526, Socksy`s just plucky and independent to Caspar`s lazy and attention seeking,negative
20527,Drink #7 or 8 for me (at the club). Been drinking for the 6 past hours.  http://twitpic.com/4wn9q,neutral
20528,Goin to work....,neutral
20529, i`ve got really bad arthritus in my left I hand. cant use my thumb at all,negative
20530," alright, I`ll let you slide on that one",neutral
20531,today has not started very out well,negative
20532,Why oh why do I always forget to take the medication I`m *supposed* to take 30 minutes before breakfast? Just taking it now at 1:30,neutral
20533, nothing nurofen beats plus!,neutral
20534," Haha it`s not awful at all, but I think everyone hates the sound of their voice when they hear it played back, I know I do!!",neutral
20535,watching gossip a girl,neutral
20536, that doesn`t sound like fun,negative
20537,Tired. So It`s not right to have to get up so early,negative
20538,Now I KNOW my shares are up...have 7 followers...wonderful!   The sun is now shining brightly in `darkest Africa`...,positive
20539, Nice to meet you toooo  Good to know one another of my followers ACTUALLY speak!,positive
20540, iloveyoumoreeee,positive
20541, nope! not comin 2nite up gurl!,negative
20542,Waking Up In Vegas is goooooooooooooooooooooooood,positive
20543," My day was cool, a lil twisted...  I won`t spam twitter like I did last tho. week",neutral
20544, lol! l love your tweets! Keep them coming,positive
20545,ok nevermind. was photo set to private. sorry.,negative
20546, Yeah I kept rethinking it because noone that I knew would want to go with me lol. So I ended up just didn`t buy them.,neutral
20547,"**** fight night 4 demo won`t load, keeps crashing at the first screen. time to delete and download re i think",neutral
20548,Someone just admitted to having a crush on me.. That`s cool,positive
20549," so I wanted DM to you back but I couldn`t cuz your not following me  but thankss anyways, maybe ill see ya around in ELLE-AY  ...",positive
20550,Haih.. Cannot sleep lar..,neutral
20551, this there time is a theme and it is 'purple',neutral
20552,"BOOYA!! Sup Tweeps!? Happy inFAMOUS day to you all, off to get it very soon. Can`t wait to play, need to find some more time though",positive
20553,"morrrning! the last day of a random but awesome weekend, gonna round it off dbar in style!  good timezzz.",positive
20554, oh I love oreos!! U can`t get many varieties in the uk,positive
20555,"please retweet  awesome kawaii, anime and cosplay items: http://bit.ly/cUjXg",positive
20556, was gonna DM you but it says you`re not following me!    lol  after all I`ve done!  hahaha,neutral
20557,Twitter Thinkin` is interesting.,positive
20558,says I`m tutoring my cousin!  http://plurk.com/p/rpp57,neutral
20559,"pavement is boiling hot out there, dogs were  limping.   guess summer`s officially here.",negative
20560,just finished Wander Girl for the nth time-- Hilda Gallares is truly a kindred soul.,positive
20561,feel like home going and sleep till the next day!,neutral
20562, thanks sooo much lil sis! you should have gone with us to the bird park.,positive
20563,boys and girls lie? awww santa is not real either?,neutral
20564,"Going to bed, in pain fell on my shoulder today. Good night",neutral
20565,just ncis watching complete first season,neutral
20566,does not want to go to sixth period.,neutral
20567,"super frustrated, and taking it out on one`s the I love!   I love you, Paul!",neutral
20568," i did, thanks laura",positive
20569,Mexico City traffic  Beating the rush to hour make it to the Aeropuerto,neutral
20570,Haha. It`s pretty good  they`re making something with chicken  yum!,positive
20571, hello- i`d like a little chat- but can`t DM you- is there a id? mail,neutral
20572,Mattcutts.com: Domain Umzug und neues Design http://redir.ec/iF2b ...,neutral
20573,_AnR_Shine Feeling pretty good. You should check this http://www.myspace.com/bigcitymonkey out Just saying.,positive
20574,im watching tv at home wishing i could get a chicken shish delivered but not go enough pennies,neutral
20575,kate is leaving me all my by lonesome,negative
20576,"  hey girl, what`s up? what r u gonna do today?",neutral
20577," great to hear you saw Slumdog And Millionaire! yes, that`s a Bollywood thing at the end",positive
20578,Already know I`m gonna miss josh next week.. My mom needs more surgery.. Work sucks.. Not a good day. Oh and my tum tum hurts,negative
20579,really wants to go see the script in NY in but august... no one will go with me,negative
20580," And ooh, you changed your Twitter name! I approve whole heartedly.",positive
20581,_Beckiie_x omg are you going to see it?! another to reason not live in devon none of the f***in cinemas have the film im so annoyed,negative
20582," that is cute, a manly cute of course.  reminds me of a Scion",positive
20583,WHAT THE HELL GOING IS ON?!?! Last night and this morning SUCKED... More moving tonight.,negative
20584," Well we`ll have to organize one for when you can get down, can`t guarantee no oldies though",neutral
20585," Okay, cool. you Hope had better dreams than you had last week.",positive
20586,hate this **** cold. i can`t stop sneezing. and claratyne only works for an hr or 2,negative
20587, Hey Dee... I wish I could make it to the mastermind session tomorrow  I`m in a wedding in Statesboro. hope to soon. chat,positive
20588,I LOVE TWILIGHT !!!,positive
20589,Had a good day till twisted he his ankle on his two mile run,neutral
20590,"_Bee same here : /   Coincidently, my friend just cancelled our movie date",negative
20591, mmMmMm I`ve been craving sweet potatoes and almonds going I`m to have to incorporate those super foods tomorrow,neutral
20592, Britain`s Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time! ****,neutral
20593,someone  really needs to make a kit like that avaialble for home use,neutral
20594,trying to NOT fall asleep while doing ancient assignment. Drinking some water with ice and lime! yum,positive
20595, ya`ll out going without me,neutral
20596,wish i was 17 again,positive
20597,Loving my new monitor HR,positive
20598,ahaha im here carlos;;  Wasssup?!,neutral
20599,just i`m sooo in love....i think,positive
20600,I am following Mya,neutral
20601," at freddies having a cotch and LADYHAWKE is here, just missing you my beauty bajan",negative
20602,Had to stay home while my wife takes my daughter and a few friends out to Tokyo Steak House - sadly my body is not cooperating today,negative
20603,**** typical. GH:M arrives just as I leave for work. It`s going be to a long day,negative
20604,Shakedown Street!!!,neutral
20605, Hope you feel better! If your alone we can talk until your ready to go to bed...I`m too alone,positive
20606,"This week meet me at OFFF, next Thu, Fri and Sat. And try there MIC and Surface.",neutral
20607,I`m on Twitter now... how cool am I? now and let`s go to McDo,neutral
20608,The weather is gross outside. It puts me in a bad mood.,negative
20609,"Coming to the end of a looooong day. Good new is, I got everything done! news- Bad I gotta wake up @ 4:45am tomorrow for work!",neutral
20610," Would love it if you guys toured here, really! Philippines tour?",neutral
20611, sometimes ... just you have to write it off ... and start from the top of your tweet stream.  The past has happened,neutral
20612, http://twitpic.com/4jazs - Congratulations! You two are adorable. Beautiful ring too!,positive
20613,i want a ghd straightener but the shipping costs 50 NO pounds? DEAL!,neutral
20614,is sad she got her plans cancled,negative
20615,"yay sing it loud wed, fall out boy, all time low and cobra starship friday on  WIN",positive
20616,_ ay beezy! finally lol its time to hookah so get off twiiter...love ya,positive
20617,_nyc hey sweetie. Cnt go fri  thnks but so much,positive
20618, got the txt - holla when ya need me,neutral
20619,It`s too hot!! Thermometer 25c showing at the moment,negative
20620, work at 6am. Gotta go to bed soon,neutral
20621,One more thing 'Shattered' is amazing an song by O.A.R.,positive
20622,is going home after an awesome time with the peeps,positive
20623,Omg. I got no sleep again. Neighbors are building a deck & they`ve been starting @ 5:00am. I`m SO tired. Feel like I took just Benadryl,negative
20624,"just realized that Chris Lake was spinning in stockholm yesterday, and I missed it!",negative
20625,"Going to bed, peter. with",neutral
20626,At the pub with the dog but seems to have misplaced friend with drinks,neutral
20627, I`m a minute in and I want strangle to the used car salesman doing the presentation. Is he related to the ShamWOW guy?,neutral
20628,He he ...Happy #star wars day! May the 4th be with you  Brilliant!!,positive
20629,Sometimes all it takes solve to our problems is a fresh morning!! Hope today is beautiful for you,positive
20630,http://twitpic.com/66roi - Man I miss this truck so much!  had to return it cause it was 687.00 a month and 236.00 ins a month on it : ...,negative
20631, pleeeeeease pleeeease me make a dj drop,positive
20632,"im in pain, ****",negative
20633,just got home. im effin so sad,negative
20634,"Really good concepts at #mozconcept. I *really* love to send something mine, but no time",positive
20635,nooo i cant be sick...not now! im to about go see my new nephew,negative
20636," strangely enough, yes.  but then it works for me, may not for everyone.",neutral
20637,world! Goodmorning,positive
20638,_ILL I <3 my blackberry,positive
20639,Strange there is a 99 char limit to tweets on ustream  (GeoGeekTV  live > http://ustre.am/2TOa),neutral
20640, I use to own a 32 lbs tabby cat. Got him for North Shore Animal league he had diabetes,neutral
20641, ima word?? be there this summer....just move back with me  lol,neutral
20642,Watching my bro play footyball,neutral
20643,I really want milkshake. a I have no money.,negative
20644,time for tv in bed.Then spending all day catching up on studying  i hate online summer classes,negative
20645,loves the nice weather and exams 7:30,positive
20646,Son`s 15th Birthday this weekend.Taking him out for a Mexican meal and a major game buying spree.I miss the Lego days,negative
20647,With bff _chrissy22 glad she got that out dog of here lol my stomatch hurts,negative
20648,I wish I could see dramafest SO BAD.,negative
20649,*sigh* Off 2 bed 2 try 2 get these crummy 2 hrs of sleep b4 my horrid 12 hour day..smh. Niterzzz evry1. let Don`t the twitterbugz bite..,negative
20650,got a new prom dress,neutral
20651,I`m baking cookies. are What YOU doing?,neutral
20652,My daddy left to go back home to Texas  i will c him hopefully n the next two months,positive
20653,Nice PC Authority review of the VOD Tivo service here: http://bit.ly/Ps7y2  I`m still loving my Tivo,positive
20654, thanks!!  my friends and I went and watched movies and ate chocolate chip pancakes at one of my friends` house. it was fabulous!,positive
20655,_mar_mey I cake want  is it chocolate!??,neutral
20656, turtles and shoes make an awesome couple  if only shoes could talk back to the turtle :p lol,positive
20657,#php! #Ajax Just thinking about a concept of autorefresh! _chander made a mistake here,negative
20658, thanks! You know that happens once in awhile,positive
20659," Star Trek? Me? My Nah. Dad is one for Star Trek right enough. Today, I`m off to see `Corlaine`. Much more my style Shezz.",neutral
20660,touchin the starss,neutral
20661,"Phone disconnects my internet. Right in the middle of an uber.  first Also, Tweet from inside of Steam.",negative
20662," It has, however, got me out of doing the gardening - something for which I am eternally pleased",positive
20663, I know! I need a new stat-- iPhone I dropped mine on the cement 2 weeks ago and a couple rows of pixels went out,neutral
20664," Yes, you should write an article.",neutral
20665,my  heart just broke a little ... and by a little i mean a lot,negative
20666,Wife & I split duties tonight.Wife headed to OSU for daughter`s ath trng rcption. I`m at son #1`s school paper banquet.Can`t make both.,neutral
20667,is walking to tesco with rhiannon and to hannah hide all evidence of lastnight,neutral
20668, heard of. And you`re the first to mention him to me!,neutral
20669,Is in pain. serious,negative
20670,"Off to work again. Yo ho, Yo ho, another day at the hell hole",neutral
20671, haha Good job close. getting Her eyes are set somewhere else though,positive
20672,"somebody smuggle me to sydney, i`ll be your slave for eternity",negative
20673,Well thats that Exam then. failed and bsc gone,negative
20674, well atm anyway i`m only managing cos i have no musical talent ps horrible thing to say bout rove,negative
20675,Canada Go they made Nikkie Payne #1 comic well she is soo yeah but she is only funny to pervs or teens or people in my family,positive
20676,how come when i straighten my hair it has to sprinkle,neutral
20677,On runway hours 2,neutral
20678,my skin is burning up so much,negative
20679, yen lol but i can only get vid the on my phone and ipod cant find the song  lol,negative
20680, Yeah I`m kinda glad I did stay home,positive
20681," look, no matter the ethnicity, women are something else!  fellas, I can get an amen? *dueces*",neutral
20682,"Watching Almost Famous with Andrew, Michael, and Yolanda",neutral
20683," Yes bb  There are actually 2 of them, but the other I one don`t really give a **** about.",negative
20684,I`m trying to figure out how on earth I am supposed to be able to update my statuses via my phone. Someone help meeee!,positive
20685, thx! Hoping a it`s good week.,positive
20686," I am sure every office has them. Men and women with no capacity to realize they should SHUT THE UNHOLY **** UP, Christ",negative
20687,Ugh. Another 'what day is it today?' (5 most uttered words 2 last weeks for me) - Missed a 10 yr old birthday & it was even on my iCal.,negative
20688,Looking forward to a session at the gym,neutral
20689," nothing it`s  sad, actually",negative
20690,hi to all twit friends  happy mother`s day to all the beautiful and amazing mothers out there,positive
20691,Have ever you realized you never fully have everything you want?  feelin` down.,negative
20692,"sososo bummed, like really bummed, i hate this rain, ruin my date...",negative
20693," Oh no! lot A of people are starting to tweet again! Hope you could still read our multiple tweets  Philippines tour, please?",positive
20694,time to be nerd,negative
20695, are you angry still with me?,negative
20696, I don`t get it...,neutral
20697,"I`m so excited for Mothers Day! This  has been a big year for me & Olivia, and she`s finally old enough to be excited & understand!",positive
20698, HAHA I LOVE THE WAY U PUT IT 'He lifts our feet off the ground spins us around and makes us crazier',positive
20699,though. Seriously Amazing night.,positive
20700,Do you guys like fish sticks?,neutral
20701, My kids count down the days till Saturday. I it`s hope something they remember all of their lives!,positive
20702,  ive got a cold too... It sucks  and u were awesome in ipswitch xD,neutral
20703, lmao!!! ummm duh gurl I need to me buy some more v-necks I like em!!!,neutral
20704, really has anyone got through to the finals yet? yeah was it i was stuck in class for most of it  loveyoufletch xxxx,neutral
20705,LOL Big watching Bang Theory latest episode,neutral
20706, got really sad wen holly started crying   awwww bless,negative
20707,hates in putting new contacts,negative
20708,"Shopping, grandparents, dinner with the bf  woop",neutral
20709,Oh man now it`s raining...seatbelt now buckled...thanks bates for wishing I have a blow out flip and and burn up,positive
20710,On the way home.,neutral
20711,  there enough wasn`t room for me...,negative
20712, YAEH! THANK GOD IM HOME!...it suekd and we were kicked out of a church.,negative
20713, Exactly. She becomes completely incapable of anything unless he`s there helping her. Too many of are those out there.,positive
20714,felï¿½z dia de madres  | happy mothers day,positive
20715,  happy mommy day FFF Teens-thanks,positive
20716, because you had chips and sale w/o me,neutral
20717,In the bus... Almost an hour late because of my crappy alarm  clock should be in Leeuwarden at about 9:45,negative
20718, haha. Hope U have a Great Laugh as Laughter is the Best Medicine,positive
20719,I think at this rate.. Ill in be class until 4... Sigh.,negative
20720,"GREEN DAY IS PERFORMING ON SNL NEXT WEEK!  sorry, that made me happy and i`m still all ditzy from the Justin Timberlake skits",neutral
20721, Thanks! I appreciate it I  know my unsubscribe list will grow tomorrow LOL,positive
20722, I know.  There`s no reason for any of that.,neutral
20723,Just dusted & vacuumed apartment.  I think need I another new vacuum...my entire apartment is smoky.  I just bought this one from Kmart,negative
20724,another bday w a special friend,positive
20725,too Is much of a bro,negative
20726,Wants To Dress Up,neutral
20727,Bloody servers are down at for work at least 3 hours. Want to go home now!,negative
20728," Its great when locals stop you to ask for directions, and even better when you know the answer",positive
20729,"Am soo happy about today the .. going home bit sucks ,, but meeting everyone will be aceness to the extreme  lol,, am so cheesy :p",neutral
20730, my b day is on may 13 but my party is on this sat  come you gays,neutral
20731,@_AlexaJordan sigh. come Sac to please. it is the Miami of the central valley.,positive
20732, Have you heard the song 'Purpose' from Avenue Q?  Your post reminds me of that.,neutral
20733,Watching Jeremy assemble jr`s new radio flyer bike!!!  Jr is sick with 100 degree fever  taking a nap. This  will cheer him up though!,negative
20734,goodnight to all,positive
20735,i forgot how much i really needed music until i barely had any for about a week. but i have music yay! now.,positive
20736," Aww tom, that made me smile  We love you very much too xD",positive
20737,  anything I do can to help?,positive
20738, I could see your quote but not vote for it??,neutral
20739," o yea? how awwww, sweet!! U r good kids!",positive
20740,"Apparently Paige is partying with Rose Jenn and Adam again, without me   My child has such a wild imagination.  ;)",positive
20741,_mazur Hahaha...and I who thought actually you just were popular!,neutral
20742, OMG you aren`t online. Shock horror.,negative
20743,i`m so sick   bad and throat the WORST toothache.  good thing i work in a pharmacy.  load me up with drugs!!,negative
20744,"  ITV plugging the Special a lot. Have a great night all of you, will miss your tweets when you come back home",neutral
20745, ohh I her know from church .. she got me into mcfly,neutral
20746, WELCOME BACK  see you tomorrow! come pick up your gift ;),positive
20747,having to use IE =/ firefox is playing up and i don`t know why  will try and it fix tomorrow.,neutral
20748,http://twitpic.com/4ws3m - I love family guy  2 hours of work to go..,positive
20749, thanks following for !,positive
20750,"I`m so confused about the weather, is it really gonna be sunny? or is it really gonna rain?",negative
20751,God **** you Twitter!!!!!!!!!!!!!! Stop eating undeleted my DMs!!!!!!!!!!!!!!!!!!!!!!!!!!,negative
20752,"poor me, JUST going to nap",negative
20753," Sorry.  I`m a and squirrellist, I only talk to black or sliver squirrels.",negative
20754," You wouldnt change your fans for the world, tbh i dont think anyone would change mcfly for the world  You`s are too amazing  x",positive
20755,Having fun with all my dolls  tequillla...carne asada....and mom my dancing funny!,positive
20756, what are u talking about??? since when dnt u trust me? this hurts... Im a good secret keeper,neutral
20757," Man, that and sucks I feel your pain... if you were local, I`d buy you a cup of coffee.",negative
20758,Assignment actually looking pretty decent....so glad I changed my topic at the last minute,positive
20759, i would but i have nowhere to go and no to one go with,negative
20760, yay but u have no idea what you look like,neutral
20761,_ebru thank you for the cool...see link...very you on monday!!!,positive
20762,Too much sand in the SD 790 from pismo this weekend. ANOTHER canon powershot broken. 2nd one in a year  What to buy this time...,negative
20763,"my It`s wall, and I like saying I banned Zac Efron  lol sonny",positive
20764, tomorrow night would definitely work,neutral
20765, really?!?! It looks like its going to rain here but its all just gray.... is La a bummer sumtimes,negative
20766,thanks to  for becoming a follower,positive
20767,Listening to favourite my song... ALLAH KE BANDE HASDE,positive
20768," Bubble tea is awesome, it`s been so long since I`ve had some",positive
20769,about start to getting ready for work.  took lexi out to the park earlier! wish i could lay around ALL day.,neutral
20770," And now she also rides giant squids...who knew! Ama hafta go now  i`ll try and get on later, love to you ****",positive
20771,out... i`m,neutral
20772,Ohhhhh what a line,positive
20773,mothers Happy dat,positive
20774,says karma strikes more than twice!  http://plurk.com/p/rqk2z,negative
20775,No more Mtn. in Dew mini-fridge.,neutral
20776,"Final thought for the day, does deodorant really make your lungs bleed when inhaled constantly? Certain females paranoid about BO",neutral
20777,fighting with on mum mothers day,negative
20778, Great job!,positive
20779,Ugh so I`m sleepy  I think I`m still kinda sick,negative
20780, Aw  *hugs* Sorry man.  If I were rich I`d buy u a ticket NOW!,neutral
20781,is stressin h-core. and is supposed to be cleaning her and room. feels like ****.,negative
20782,I wanna longboard but it`s raining ughhhhhh,negative
20783," I hear that, we`ve missed so many films due to insufficient fundage: Watchmen, Knight, Dark Star Trek.",neutral
20784,ah **** ... my chest hurts now,negative
20785, Would defo have done that Im but already booked over t`other side of the country,neutral
20786, everything.  *weeps*,negative
20787,Seeing brother my graduate tomorrow. Should be fun.,positive
20788, including myself... guess umma be partying alone yet again...lol..,neutral
20789,I am so and sick tired of this on and off rain,negative
20790,No Yonkers news posts until June 2 because the newspaper furloughed me,neutral
20791,"took a math test The today. day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs.",neutral
20792, Yay to being smokefree! Well done.,positive
20793,We looked at apartments this weekend.  Found one we like.  Hubby going today to try to rent of one the apartments.  Crossing Fingers,neutral
20794,"If Hamilton gets a hockey team, I really think the name Hamilton should be in the team name. If not, I`ll be sad.",neutral
20795,"white pointy haha, shoes and ah you got me excited about the new drummer  youre mean",neutral
20796, Oh no! I guess I`m officially a big nerd now. I heard the movie is great even if you don`t like Trek... and I do,negative
20797,I am slowly getting angry at Jon this and Kate Plus 8 thing,negative
20798, the worst kind of news,negative
20799,finishing up at studio the  NEW SONGS UP ON MYSPACE tomorrow MAY 5th,neutral
20800, it is! ive done somethign like 200 updates today :S,neutral
20801,can`t i sleep.  amp.,negative
20802,Whew.... finally home after putting in some hours in the lab. Watching Catch Me if You Can and eating cheese and grapes. Good night,neutral
20803,Alcohol makes me tired. And miss I and want him so much. It hurts,negative
20804,is feeling sad... for some reason..  http://plurk.com/p/wxji3,negative
20805,sure wish the would cat stop hiding,neutral
20806,  so far surprisingly good responses. My dad offered to airbrush the old logo on the wall..but I think that might be overkill,positive
20807,all these follow make fridays me feel really unpopular,negative
20808,Didn`t get to hang out with kaitlyn.,neutral
20809, Darn. bacon No,negative
20810, No sleepover tonight,neutral
20811,The gigantic inertial initial to get oneself to work after a deadline,neutral
20812,Went to a Muslim marriage for the first time in my life. Came back with my stomach full of tasty briyani. Really like it very much.,positive
20813, Prefer 80`s singstar. I all know the words!,neutral
20814," Yay! At least I`ll get to see you next year! I`m sad, too.",neutral
20815,Just got off phone with Black Swamp Bird Observatory - No reports of Warbler Connecticut from Metzger or Magee today...,neutral
20816,  Can`t figure out how to reply on Tumblr sorry! I don`t get into NYC until 6/4 so I can`t go to any events b4 then,negative
20817,"Making a mix! 22 minutes so far, aiming for 30 minutes  loving it so far!!!  Sugarfree DJ",positive
20818," wahahahaha!! i wanna naaaaa!!! well...hapit na i guess. hahahaha ) yes, now we all know!!! hahahaha lol ) NARN! haha joke",positive
20819,I kinda forgot how much I love darkness the,neutral
20820, ouchie  Did u take some Excedrine? Thats the ONLY thing that kills my headaches FAST!,neutral
20821,? FINISHED ALREADY CHATTING . HAHA ..  ?,neutral
20822,More #ecomonday   and me _fischer  Now I`ll go check out all the recommendations I`ve seen!,neutral
20823,how do i get my cat 2stop killin rabbits? another headless (baby) rabbit n garden dis morn  live close 2field wher rabbits lots live,negative
20824,I miss my 8703,negative
20825, i`m on twitter! go me. i have no idea how to it. work,neutral
20826, funny u havent showed me any love yet at all,neutral
20827, Listened to Eyes on and Fire enjoyed it.  Thanks,positive
20828," been there, done that",neutral
20829,Now have I no SKy until Monday,neutral
20830, I forget you`re from Venezuela! Talking with you is like with my classmates.,neutral
20831," missed you by 10 min, haha. went to sleep at 15 past, but had a anxiety major attack around 630 again. ugh.  boo",negative
20832,just got my BMTH concert tickets  ? youknowimsofreshtilldeath?,neutral
20833,getting Just home from work...finally,neutral
20834,Most experts recommend that you exercise up to 90 minutes most days of the week. (two Jillian videos),neutral
20835," Thanks!  this Yes, sudden downpour does seem rather freakish. Is it really the end of summer here in the Philippines?",positive
20836, lady thinks shes watching scrubs... delusional.  shes bailing on our plans,negative
20837,trying figure to this twitter thing out!   I`m quite excited about it,positive
20838, com`on dude always think that things can get worst,negative
20839, oh i cool can`t wait!! yours are awesome!!!,positive
20840,Going to Houston and Nola this weekend with . Who wants to join us?,neutral
20841,Good B-movie... Starship Troopers is Citizen cool!,positive
20842, lol... i`ve been in Bk for over a year... going on 2 and u haven`t come yet!!!,positive
20843,is wondering where all her friends went...,neutral
20844, can trade we weather? it`s all gloomy today in la.,negative
20845,"trying to upload a custom background on here, but it`s not working",negative
20846,Quiet day at work had 2day.Just dinner. Whats doin out there?,neutral
20847," it was put on by our neighborhood, so just a little one. Like 25 runners. I got 1st place, with an okay time. I was happy.",neutral
20848," GAAAAAAASP I didn`t know it will be the final one!!  Sad, I`ve been those reading books for years",negative
20849,On my way to the airport! Headed to NYC,neutral
20850,jus skinned my knee. Wat am i Hurts 6!?!?! lyke hell tho. Its always tha little ones that hurt tha most.,negative
20851,__Hell beeeeaaaaatooooo!!!!!,neutral
20852,"Dang, I need bed a in the bay area Monday / Tuesday night  Anyone able to help out?",negative
20853,"Tip for today - The eagles are specials against the broncos, put your house on them",positive
20854,Will miss nostalgia ... everyone please tushar kick,negative
20855,Is sad clint hurdle got released. I liked him,neutral
20856,"Is up, coffee in hand with laminate floor to then lay Footy to watch and play, living the dream",neutral
20857, YAY!!! I think I found it and a few more,neutral
20858,Today was horrible. My sillyness caused me a whole lot stress of and head ache and it ended up ruining a beautiful sunny day.,negative
20859,"Dinner party was great!  Happy, full clients that is what I like to end my day with",positive
20860,words: Two hot pockets. Most delcious food ever created,positive
20861,"_K Why thank you ver much!  I appreci-****-ate the compliment. I do my level best, you know. Can`t let mother down.",positive
20862, are You welcome  I love cute stuff!,positive
20863, Really? A good distraction now. I`ll check it right. now.,positive
20864, awww thank u. Feels good be to here,positive
20865,"has the urge to go shopping.hmmm but i`ve got no money,how?",negative
20866,my is phone broken    & im too lazy to go to the verizon store to get a new one.. oh well i guess no phone for awhile.. aha,negative
20867,Checking out Twitter Trying to find people I know....Unfortunately no one I know uses this website,negative
20868,is Ok.....Twitter not near as exciting as I thought it would be!,negative
20869,doesnt want exams next week,negative
20870,I wonder if I should put a bet on Cubs winning world series in 2015 due to BTTF II. I`d love it if it actually  happens. Me = geek,positive
20871, Come online! I need someone to talk to,neutral
20872," I`m  blue. In other news, you will love tonight`s DC!",positive
20873, its so sad! i wish i could stay longer! It the last time ill see you tonight  better not wear my make up!,negative
20874, you Alternatively could spend the afternoon reading 'Pride and Prejudice and Zombies',neutral
20875,Brothers Bloom won`t be opening this weekend in El Paso.  I`ll just buy Brick and enjoy that until I can watch Brothers Bloom.,positive
20876,I made animated an holiday card thingy. http://is.gd/yjpq - Shh. Don`t tell mom yet. It`s a surprise.,neutral
20877,home not well hate not workin,negative
20878,says good evening http://plurk.com/p/rqh8l ,positive
20879,Parrrtty!..Playing twister and getting tipsy!...well everyone else is lol,neutral
20880,Oh yeaah. we`ll  still be bffs  aha _marie.,positive
20881," aw no!  yeah I must say, it was very good haha",neutral
20882,"Well, enough mushy family talk. To bed I go. stubbornly",negative
20883,"Ok, seems I need to remember what account I`m posting as..... That last tweet was a _FC tweet!",neutral
20884,"#freeagentapp free trial out ran today, cannot subscribe because Abby accidentally canceled my card - still waiting for a new one",negative
20885, we are coming...won`t be there til around 9....can`t stay though,neutral
20886,OMG Great Today Day Went To A Art Thingy  And Noe I Really Want A Zune HD  And The Bed Part Its Raining  Come Out Mister Sun,positive
20887,I can`t upload a picture. Everything`s too big,negative
20888, I even saw the news feeds of the archie website. But can`t believe he`d choose veronica. disappointed I`m,negative
20889, YES!!,neutral
20890,My flip flop broke...walking just in downtown seattle,negative
20891,_d Zwarte maillot,neutral
20892," My music teacher either expired or forgot about my lesson, leaving me outside waiting for my ride to me pick up for 1 hour.",negative
20893,"stupid Folkestone cinema is only showing Star Trek 3 times, **** them",negative
20894,"I`m off 2 dream awhile. Thanks 4 everything tweeple. Many blessings & much joy. peace, love happiness & 2 u all. Hope ur dreams come tru",positive
20895,So bored.... couldn`t go to a-kon...,negative
20896, I saw note the in FAQ about other languages.  any thing that would change your mind? need any help or anything else?,neutral
20897, Nope,neutral
20898,"Just put all original the art for my comics into an album.  Its really nice, except it shows how much I liked to cut corners to finish.",positive
20899,wow their is no pancake mix,neutral
20900, YES!! cant wait. hope these vip passes since help people already campin out hahah,positive
20901, woOt!,neutral
20902,No  idea,neutral
20903, She should keep her crown and shut her mouth!   Then she`ll know what non-judgmental means!,negative
20904, I  agree about the redesigned Q13 site! Looks great on computer & phone.,positive
20905,you are my apple and i wana take a bite,neutral
20906," that sucks...wish we could get it there cheaper...   if you`re in montreal, there`s a cool shop that carries them up there!",neutral
20907," Sher is good. There were quite a few people that we didn`t even get to see, due to me having court and rushing to see fam.",positive
20908,. Too bad they never made it over here the during last ten years,negative
20909, no news on the kid. They can`t find the parent!,negative
20910,"honestly last night was amazing, was everything perfect",positive
20911,Losing makeup bags is TRAGIC...luckily I keep 4 in diff places but I gotta replace my Bare Escentuals  *tearrrrrrrr*,negative
20912,what  about me?,neutral
20913,Would appear not  note to self...change perfume!  What to do now..Hmm do I get the tarot cards out or not??,neutral
20914, oops. Cy`s place is too near. for Trouble me.,negative
20915,i wish it was summer,neutral
20916,Wow. Way be to discouraged  idk anymore... fml.,negative
20917, funny you should say...am filling it out as we speak ;) cheers!,positive
20918,"????? ,my obession. latest",positive
