,text,sentiment
19714,I`m at mmcdonalds eating chicken nuggets with my kid so embarrased I droped my soda  haha it fell out of my tray lol,negative
19715, aaaw... that`s very sweet of him. my girl friends gots to drag them hubbies just so we can 'nite-out'. unless my beer. LoL,positive
19716,happy mothher`s day mummy  i love you. xo,positive
19717,Great lunch at baby bulls.  Now time for work til 930.,positive
19718,is now gning to see his very ill uncle on saturday and the night at his house as even more bad news has come up,negative
19719,Panera is not being nice to my iPhone,negative
19720, my internet iseing a ***** again!!! wtf. i think im gonna sleep afterward. internet is driving me crazyyy!,negative
19721," geez, 15 years? You`d think they would have had that checked out years ago!",negative
19722,I just saw a shooting staaar... I made my wish,positive
19723,"Lunch is boringgg  driving after school today, ugh hope i do better with mr. Dodd",negative
19724,last day Adobe  buuuut I just registered for online tech writing course!,neutral
19725,I wanna see the Jonas Brothers in concert..,neutral
19726, what aboYour Body by Tom Novy or Voodoo Child by Rogue Traders. They are from 04/05. Good memories from these songs,positive
19727, I`ve been a fan of yours for years and you have been such an inspiration to me. You`re truly my idol  Best wishes to you,positive
19728,GOD SCHHOOL IS GOING TO SUCK **** NEXT YEAR!,negative
19729,Still raining here in The Bay...I forget what sunshine looks like !,negative
19730,re you guys dead again?  I can`t load it up,negative
19731," err you can turn on optimized js+css & caching once we deploy the thing, but I hear what you`re saying",neutral
19732,Sundamorning and i realised im a film snob  as it said on MSN entertainment,positive
19733," Haha yes I do  it`s hard work, too! I didn`t get home until 3:00 AM, not like I sleep haha.",neutral
19734,sast day in Dijon,neutral
19735,"Happy Mother`s Day!!!  I`m at the beach with my family. It`s a warm, clear night with a beautiful full moon...",positive
19736, dont iiiignore me,neutral
19737,"Head is pounding.  Well not really pounding, more like tapping I suppose.  Homework time.",negative
19738,"_hemdman middle-click is addictive, what can i say",neutral
19739, just a concert i can`t go to due to trials,neutral
19740," LOL NEPE, saw a show on TV that claimed so, figured i`d try and get my own non-media stats",neutral
19741, I`m pretty sure my bum shape will still be imprinted there,positive
19742,my mum w s really happy about her pretty small present^^ oh wow tomorrow we can test one of her presents: one of the pasta recepies,positive
19743,I can`t believe it`s Monday already! A week in Vancouver already gone.. what a good weekend,positive
19744,I d`n`t wanna go to work,negative
19745,These girls make me giggle  twinz twinz! Godda hit up the bbq in a few,positive
19746, Perftct. Thank you. Enjoy your sunday of no work,positive
19747, thats a bad start to the day!,negative
19748, Take that bback. I am insulted.,negative
19749, Charlene my love. I miss you,negative
19750,iiiis ready for summer!!!,neutral
19751, haha. It does have a nice ring to it (: Lets get used to that. ok! iloveyoutoo.,positive
19752,_ ha tell me about. I`ve had this feeling everyday of this week,neutral
19753, google away,neutral
19754, i like it and all butttt your not going to have it at the august 7th concert which hurts my feelers,neutral
19755,Massive morning.. I`m stufffed now,neutral
19756,is debating giving twitter a proper go. now to try and understand it,neutral
19757,On mw way to nottingham..I so don`t want to be going,negative
19758, jass warn me b4 u go to nxt war...i am there to have fun...,positive
19759,thissis what i think about the world  at hannah montana set.... im missing tennessee ALOT today,negative
19760,I have trouble with Starship troopers. They`re mean to the great big pink bug.,negative
19761, Yup. Mo t of my hacks are all for fun  Here`s a quick video I made of it. I`ll follow up when it`s done.  http://bit.ly/3xm7D,neutral
19762,it was a hard weekend. too much alcohol on these **** 'weinfest',negative
19763, I`m okay. Ima go to the park and plaaay some ball. Not in the best of moods. Got stress to relieve.,neutral
19764,going to work soon and so excited!  ugh id rather pluck my fingernails off,positive
19765," i supposeis will be in the blog post, but could u email me who was there too",neutral
19766, hey love whats up! my voice is shot  whats new with you,positive
19767,I`watching The episode 3 Of JONAS OMJ,neutral
19768,Is feelin right rite now,positive
19769,i`m so bore i can barely even tweet. i have nothing to talk about.  #boredboots,negative
19770,"Looks like a beautiful day...and I am off work til Sunday, yay!! No bbq as yet though, gonna have to postpone my invitations",positive
19771,wawwww jim jam  we`re good at dodging meatballs WOO,positive
19772,Just burned my tongue!!,negative
19773," ITS AAA BANK HOLIDAY STUPID!! wait, they don`t have bank holidays in America... Okay keep on celebreting",positive
19774," AWESOME! It feels very fulfilling, doesn`****?  I`m gonna work on SOOOO many people over the summer! Totally excited!",positive
19775, NOICE. I rlalised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/,neutral
19776, Hehe! It is nice down there,positive
19777,_FP Awh hoot. Make a detour and come to PR  forget Indiana haha,neutral
19778," my favorite song is `Im standing here but you dont see me, i`d give it all for that to change` i dont know what its called",positive
19779,"Gone r the days wen we used to sit 4 examsss.. no more exams, no more classes, no more bunking n no more fun..",negative
19780,  Happy Mother`s Day to ya tomorrow,positive
19781,maaaaan last nighht was a funny night! sad aswell tho,neutral
19782,my twitter says it needs a break  i`ll be back in a bit (capacity??),neutral
19783,"watching a boring lolice prog after making a fab pasta dinner, trying to cut down on alcohol so only had water",negative
19784,New word of the day: 'Whoore lure' yes... A new word for cologne. Thanks Mike Harding,positive
19785,"O d enough to know better, young enough to not CARE!",neutral
19786,"Wishes I was going to the pxy summer jam, but can never seem to win",positive
19787," ha.. yes, i`m jealous! i don`t have money to do all that!",negative
19788," Oh, that sounds bed..poor girl",negative
19789,<3 Rn... You guys are champions of the world,positive
19790, GILF = grandmother.,neutral
19791,Seems rought a little Sikaflex caulk home with me... in my hair.,neutral
19792,Off to England during the summer holidays this year.... yay!,positive
19793,wants to  see street dreams but it`s not playing anywhere near here,neutral
19794, I can`t die  I have a lunch date with rocio coming up plus some new shoes UGH!,negative
19795,Y guys dont get too drunk without me,neutral
19796,"  Yes thanks, its been great. Soooooo not looking forward to Monday",neutral
19797, comes to uou. when is your atl show jljf i swear you will have fun they`re so much fun,positive
19798, won`t anyone give poor ernie reyes jr a break?,negative
19799, ... schule says 10:30 class? I will be late for 10  #campjitterbug,neutral
19800, That was like eight years ago. Not so sure it would happen now,neutral
19801, I was going to but I`m siiiick  I`m so mad!!!! Jason said I have to recover fully before I go paintballin again! Are u playing?,negative
19802," I`m  Devon this weekend! Cloudy, but dry.",neutral
19803,"sad day, redskins release Jansen   Best wishes to him. http://twurl.nl/ueivwi",neutral
19804,"Im not doing the hunt, i ws in the middle of making it but all my work got erased  sry guys, now i look like a idiot for replying 2 all u",negative
19805, yeah I LOVE CALI so much,positive
19806,_ci Imonot reasonable... It`s 1:35am now and gotta wake up early tomorrow on my first day of holidays!  have a great evening!,neutral
19807,I love how simple my Safari toolbar is!  http://twitpic.com/4wssc/full,positive
19808, hmmm no bt I am member of knitterati.com.au what is ravelry offer?,neutral
19809, I know! I`m totally excited,positive
19810,Not if front of the tv  wats the score an inning??,neutral
19811,"_Paradise Hi Dale, your welcome man! Hope ur weekend is going well. I think I would enjoy your Desert Paradise! fun, fun, fun!",positive
19812,I hatttte this bit,negative
19813,is celebrating her 21st birthday,neutral
19814,"I just got cack from lunch at Rick & Brianï¿½s Cafe with my father; I had the French Dip and it was good, but his omelette was burnt.",neutral
19815,working on short story...totally loving one of my secondary characters,positive
19816,Just sittin he e waitin for my coffee to be full grown on farm town before going to bed,neutral
19817,This poor butterfly was dead  http://twitpic.com/66vlw,negative
19818,aboutoto drink a hot chocolate  yummy.,positive
19819, Yey! holiday Monday in Uk today ... have a chilled day,neutral
19820,i feel some type of way cause im not talkinnnn to anyone...,neutral
19821, May the fourth be with you,neutral
19822, I actually wanting to buy a bus one day & turn it into a motor home. Imagine a whopping big BlokesLib logo on it,neutral
19823, happy birthday!,positive
19824,Hgnging out with  and the Berlin Jarn guys.  http://yfrog.com/8c36ej,neutral
19825, i know  i`m tweeting more now though don`t you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,negative
19826, haha yeeah it was,neutral
19827,I have a stupid headache on my day off.,negative
19828,Burnt 3 of myfingers from trying to keep my hands warm over the rice cooker.,negative
19829,_Sweethearts Im following you but you aren`t on my DM list  Can you try to DM me?,neutral
19830,l love my puppy,positive
19831,is putting on her 'suit' (&dont mean jeans&T)&Heading over 2 T-town 2 deal w/ family emergency PLEZ PRAY 4Us  BE back by 630P God willing!,neutral
19832,Ianna talk to Mitchel Mussoooooo,neutral
19833,Ugh 3 more hours,neutral
19834,"I`moloving the fact that there is tension on the set of Iron Man 2, poor Gwenyth can`t handle being in Scarlett`s shadow",neutral
19835,OMG!!  Booth`s hallucination in the latest epi of Bones is absolutely brilliant  'you`re a gud lookin guy.. if u keep an open mind' LOL!,positive
19836," we donave the points yet, was talkedabout it though - first ticket I get in my whole driving career up to date, not bad",neutral
19837,Officially drugged up and taking a nap. Allergies ain`t no joke. Never had them this bad since two days ago.,negative
19838, bahaha.. Weeeeekends are just too short.. Esp when it`s nice out! I wanna stop time like evie on outta this world! Morning!,positive
19839,"had an amazingly unproductive day, but i loved it  time to go catch up on sleep!",positive
19840,Cantot wait to get all dolled up and go out tonight,positive
19841,I really ain`t woth a ****. I can`t do anythin right.   What`s wrong with me?,negative
19842, **** it. You don`t look well. You have to go home.,negative
19843,_v  haha i as in your boat yesterday.. you`ll pick it up in no time,positive
19844,"ahhh ... i don`t care, i love this movie in all it`s cheesy-ness",positive
19845,*. I got a math test today.,negative
19846," Kiran, Sorry about ur bad land`g: Hope ur neck feels better. At least, u didn`t break it like JD. Btw, ur in fine shape.",neutral
19847,itanning with emily! too bad its prob gonna rain,negative
19848,"_Morales I like you. I mean as a random person, because I obviously don`t know you. but. we think alike",positive
19849, i love you kim kardashian i watch your tv show keeping up with the kardashians ur blessed with good looks,positive
19850,justt done washing dishes not too long ago,neutral
19851, time will tell,neutral
19852, and i got hello kitty tattoos!  she`s a balleriiina and i`m a ladybug,neutral
19853, yea it is.  thanks for the link.,positive
19854,forgot the pin of my debit card. thank God the card still works aftttter several attempts. just bought cake for sister`s birthday. wheew!,positive
19855,Leaving for work.. 5:30 can`t get here soon enough!  hope everyone has a great day!,positive
19856,tttp://twitpic.com/67x8k - WITH MY FRIENDS WERE IN OUR WORK,neutral
19857, I thought every weekend was a long weekend in California,neutral
19858,Lttle kids annoy the hell outa me by being all active and shouting and attacking me Etc.,negative
19859,#Trackflashback: 'I Believe In A Thing Called Love' by The Darkness - check it out...,neutral
19860,is freeeeaking exhausted...need to go to bed....gotta get up early YUCK....HAPPY MOTHER`S DAY TO ALL YOU MOMMIES OUT THERE,neutral
19861,off to liverpool now!,neutral
19862, YEAY!. haha. thank you so much jiahhhh,positive
19863,partying in the study room,neutral
19864,Another friend knocked up.   Pretty soon everyone will have kidssss. Goodbye carefree youth!,positive
19865,_127 poor baby  you need some aloe. Nope sorry no hints,negative
19866, blesser lil socks... think they need to rethink the age thing me,positive
19867,happy mothers day to all   im off to spend the day with my family,positive
19868, I do know  I didnt even realize it was gone  let me put it up again...darn twitter!,negative
19869," And these poor, unfortunate souls don`t appear to have any pants at all...  ? http://blip.fm/~78qvz",negative
19870,"windig down, love having a low key day.",positive
19871,  totally missed the chatroom. I`m so lame,negative
19872,Can`t even tell you how much this hair dresser is pissssssing me off she has no clue wtf I`m asking her to do..so I`m expecting the worst,negative
19873,  _erinche  hey you guys should invite me out...moody is my only friend these days,neutral
19874, Awww Thatss Well Sad  x,negative
19875," Yeah,hthat was my thumb last night. Sorry",negative
19876,    Ive been dying for those!! They just so expensive in little sizes.,neutral
19877,I feel kike... I`m not gonna make it this year,negative
19878,"I must have applied for about 20 jobs every day this week, why won`t one of them contact me???",neutral
19879,I seriously need o find out why my laptop sometimes gets so hot. BBL after errands & pricing 'comp fixes'. Not many places left 4 that.,negative
19880, It was truly awful,negative
19881,"Tuesdayy, Wednesday, Thursday and Friday = EXAM !!  wow ****",neutral
19882,Now I remembered the password,neutral
19883,  sorry to hear that. IIs is a 365?,negative
19884,sometimes i forget my favorite **** stars are real people too.  made orange chicken last night and cut his finger off! sad!,negative
19885, i wish i uld call but i live in the uk and i don`t have the cash to call,negative
19886,Field day is sad. No ribbons for me.,negative
19887,still sick  @ Home httpppp://loopt.us/iArPRg.t,negative
19888, i`ll go for wanda sykes,neutral
19889,"Had a geat night, ashleigh makes a good dance teacher  And we kicked Bens butt at a pillow fight!",positive
19890,Hate to break every1`s heart but confirmation jus came in that Austin & Sophia do NOT & never had a twitter  another sad day!!,negative
19891, Have funorsote even tho u forgot my bday which is today,neutral
19892, most likelyy. Just need to save the money and practice my **** off.,positive
19893,amned hordies,negative
19894,"Euh, got LDAP Schema Error  Why oh Why",negative
19895,t worked. Cool AND the gang!,positive
19896, Don`t worry you will have Ava to distract you on the flight,positive
19897,...aw i want classicccc burger.,neutral
19898,"_GreenWizard ah ha! Cool, will look into that more closely when i get on a proper sized screen! Thanks",neutral
19899,it alwys rains right after i get my car washed,positive
19900, Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though...,neutral
19901,TextMte crashed for the first time in 3 months. Not too bad actually  #textmate,neutral
19902,"Psalm 82:6 I have said, You are gods; and all of you are children of the most High. Happy Mothers Day Momma",positive
19903,indian or the cowbooooy? actually considering going to the carnival,neutral
19904,Got my braces tightened today. Then I got McDonalds! HAHA  Sport tomorrow yay yay yay! Netball tryouts.. wish me luck to make the team! :l,positive
19905, i thght i voted bt i dddnt think it workd!  Whats the link 2 vote for u! Nobody deserves it more than u do. Ur so talented. I<3U,positive
19906, poor kid.  That sucks. Hopefully things look up for her soon. *hugs*,neutral
19907,"ight be interested' - thanks, I was: I came, I saw, I winced..  too much like Flatland http://bit.ly/12f0y",positive
19908,"Boa tarde, chegay",neutral
19909, I think I left my conference feedback sheet in my bag. Oops. Just say Excellent for everything  Found outttt about it from you,positive
19910,Having a good...no great day already & Dr.Miracles feel-it formula really does work!! LOL Hope everyone has a good day as well,positive
19911,never thought my daughter would want ttto borrow my clothes... even less that she would suggest that i borrow hers... luckily it didnt fit,neutral
19912,Why am I completing facebook quizzes at this time of the morning... especially a friday morning,neutral
19913,"Its soooooooo not funny when I have to move from computer to computer to render and draw. Come on, Revit! AutoCAD was never this bad.",negative
19914,"watching Cavs game. LeBron James, my newest love!  36 pts for Cavs, 17 by LeBron!",positive
19915,adsa shizze has happend  IM SO UPSET..,negative
19916,Just started raining in earnest... guess golf is off for today...,neutral
19917, It` pretty warm out now! I forgot K was sick though.,neutral
19918,finished a whole box of ice cream,neutral
19919,dont go... im sorry for disappointing you,negative
19920,  race was Saturday night. Jimmie didn`t do so great. He`s still in 3rd place,negative
19921, happy birthday corey!!,positive
19922,...I just posted my First video... A contest entry and my still is terrible too  boo...luv ur videos btw. Xxxrebelrebelxxx,neutral
19923,"I`m officially on holiday! A week in Center Parcs, no internets  bye mmmmy peeps, see you when I return...",neutral
19924,ugh! looks like it can rain any min now,negative
19925,Workill 6..then dreadful tv shopping cause mine broke,negative
19926, morning hon. what you having for breakfast? I cant decide,neutral
19927,editting **** on e in school is a drag. i give up lol ill do it at home. i wanna go home T-T my vida is so boring right now,negative
19928," Well, at least you wont be late!",negative
19929,"Backfrom umpireing trainging, making dinner",neutral
19930, what I do now  anyhoo thanks for the *spank* :-O x,positive
19931,KICNIN BAK......NEED 2 DO MY HW.....I MISS U BABE  LOLZ,negative
19932, good night,positive
19933,"****,  i Facebook ? what`s wrong with you ? can`t add photos",negative
19934,I have to goto work now ahhh kill me  my life isn`t going the way I want it too atm. Ta ta kids x,negative
19935,  wellits pouring here. Rly rly wet,negative
19936,Cops tell #Tori`s Dad they may never find her remains  http://lfpress.ca/newsstand,negative
19937,"Getning my hair cut tomorrow or later today I should say...   excited. My swag is already on, jus turning it up!!",positive
19938,"okay, got the card, but my phone is **** up at the moment.  please use email to reach me, sorry",negative
19939, Yes. I also use my desktop`s mouse and ketboard as if ot was just a second monitor   http://twitppic.com/4wlpf,neutral
19940, Lol  It`s like you have a cult.. haha,positive
19941,Nigyty night Twits! Tty in the morning...,neutral
19942,http://twitpic.com/674p1 -  this is my Ohio is for lovers tattoo got the design off the shirt.. haha but I lost the shirt,negative
19943,Bai KTnd I have decided that at my Disney wedding we will have a parade and a mushroom trampoline float that KT and Bai will jump on,neutral
19944,"Just FYI, there is also turkish star wars rip off  here http://bit.ly/AeSnk",negative
19945,http://t.ly/GQdbD  one of the saddest songs I`ve ever heard,negative
19946, nah i understand you cant cancel i just wanted you to come,positive
19947,I don`t think oour ISP is too happy with us this weekend!,positive
19948,hate living down here in fl. missing GA like crazy...like they say you dont know what you got till its gone  GA on my mind,negative
19949,Last week I h d 516 hits on my guinea pig pictures on webshots! And I didn`t even promote them! Way to go,positive
19950,i am very very tired,negative
19951,Very good mmorning! Coffee and a taylor swift cd starts it off,positive
19952,Happy mother`s day everyone! still playing pet society!,positive
19953,htt://twitpic.com/4jkes -   Here`s your follower count.,neutral
19954,My computer dies soon  - its so much virus on it but my virus scanner  cant find it :S,negative
19955,Ahh mothers day  My first one YAY!!!,positive
19956," Ha ha, might be - I`ve doubled my morning intake already in the last couple of days - now have a HUGE bowlful!",neutral
19957,"Especially hd to get out of bed with myself this morn Cuz I`m hot  , Now running late stuck in front of the mirror checking Myself Out",negative
19958,"on my brothers phone, using the internet",neutral
19959,Well ooodnight all my twitter bugs sleep well,positive
19960, Yups!  I still have a lot of pruning of unfollowers to do. It takes  time,neutral
19961, join the club douuugie i have a cold too  x,negative
19962,day started off bad but got better,neutral
19963, yes 7.50 he e thanks for the change obama. I have to start mail ordering again,neutral
19964," nah, they look better  but i label the tops with the latin names and only access them that way... no need to turn anything!",neutral
19965,_0robertpatt Why do they do ttthat?!,neutral
19966, that was awesome!!,positive
19967,  Joand I loveee you.,positive
19968,our south style exhibition is on in less than a week  member fresh gallery otara!,neutral
19969, remember the guy who 1st #tweetbud you! ~> _2890  help hhhhim get 900 flwrs & make him smile!,positive
19970,I`m terrified about the surgery next week,negative
19971, yeah they are basically awesooome,positive
19972, yeeeeah . . . and it was in intro too  seen Empire top 100 computer games? http://www.empireonline.com...,neutral
19973,"Nooo! Iill  Must Have Paracetamol! Nice weather today, though.",neutral
19974, Sounds like a good five days,positive
19975, u callin mme grimmy,negative
19976," Wishing you a very Happy Mother`s Day, Carina!!  Hugs...Joy",positive
19977,  ar you not well?,neutral
19978, hope the presentation went well today?! tweet me if yr on campus tomorrow - I`ll be around from lunch time onwards,positive
19979,Mi s the newest version on Glade on Debian..,negative
19980,Nobody`s home tonight. Except me. Alone. Sigh. Oh how I wish  was here,negative
19981," I usually do if there is choice, but I am lucky in that most foods I love are generally very heaaaalthy (except ice cream!!).",positive
19982,"It feels like it should be a Bank Holiday weekend!  I bet it is in France, they`re always on holiday...",neutral
19983, staubucks? I thought u were trying to b good?!,neutral
19984,one last stop in Chicago before going back to Miami,neutral
19985,have much to learn,positive
19986,"To cap things off, the lower part of my back really hurts.",negative
19987,ine is doing that 'not opening downloaded apps' thing and I forgot my cord at home,negative
19988,Sitting at the doctor`s office.,neutral
19989, Guess I`d better k out for a new best friend once those VIP tickets have been used! You won`t want me anymore!,positive
19990,Ugly betty was sooooooo sad!!!,negative
19991,"rorking from home today, my back is killing me  Doctor and then physio after later today.",negative
19992, ay uuuu  happy mothers day,positive
19993, Yes - it`a an article I wrote on my blog a while ago.,neutral
19994," Thanks for a great night, dear.  Perfectly completed my weekend.",positive
19995,My tonguee still hurts.  I need to sleep!!!,negative
19996,wheelchair fitting today for mall buzzing & Home Depot. 'Homebound' just got REAL old  Goal: taxi yellow or electric RED!,neutral
19997, ouch. I hate it when that happpppens.,negative
19998,Sneezing hurts my back.,negative
19999,  i`m sorrry to hear that,negative
20000,Finished with MTML assignment  But didn`t like it at all. Feels like I missed lotsa points but the word limit is 2500. Hmmpph!,neutral
20001,Oh my Lord I have no idea if any of this **** I spout is getting to anyone,negative
20002," ohh yes. I`ve rented one and thought the same; very roomy. But hubby wont go for it.  welp, congrats on the new baby",neutral
20003,Wondering if I shouldn`t be gettin to bed about now...,neutral
20004,uouldn`t resist ? http://blip.fm/~5z7v3,neutral
20005, I would much rather you didn`t punch yourself in the face...it might hurt,negative
20006,Throwin` down innn the kitchen like I do  making Rah`s illi Chili and Shalonda`s Bangin Cake,neutral
20007, at least after this you`ll be done!!,positive
20008,Up a little.. Good luck to tam and robert who each have 25% offff me. Cant text at the table,positive
20009,i love twitter,positive
20010,"_Lovao oh I see. Thanks for replying. anyway, how are you?",neutral
20011,Subway always tastes better when some-one else pays for it  http://tinyurl.com/re5s5h,positive
20012,watihing this african music show on the tele  me loves ittttt,positive
20013,"My wife took my last ï¿½20, no McDonalds breakfast for me today",neutral
20014," as nerdy as I am, I just found out it was Star Wars day today!  I love you D",positive
20015," nothing, they make it up, last time i checked a jar of curry sauce there was no pepper inside, i was disappointed",negative
20016,I reallwant to be a star...Hope Flawless will work,positive
20017, yeah and in the tatami room!  kids + tatami dont mix,neutral
20018,l! y does ur tweet sound like ur voice yelling at me  lol!,neutral
20019,The bunny is longing for the hoodie she left in the car   brrr....,neutral
20020,soeyeah...i guess i dont get company this weekend  so who wants to come hang out?,neutral
20021,chillen just started on twitter.,neutral
20022," Helo James, who are you",neutral
20023," yeah man, they brought it back on the market a couple years ago...it scarce through",negative
20024, That doesn`t sounddd fun,negative
20025,"KERI HILSON- SLOW DANCE ROCKIN` THE **** OUT OF MY PLAYLIST RIGHT NOW! GET UP ON THIS SONG, PURE **** DROPPER",positive
20026,_Milano Hey there Thought i`d tweet you to say Hi..I have so much to write but theres no space in this little box hehe ****,neutral
20027," hey u, no not yet  soon maybe tomorrow!",neutral
20028,eyeah yeah gd night then,positive
20029,why do i turn red,neutral
20030," I so aeree with you we have been married for 7 yrs, and this is our 6th move  BLAH!!!",negative
20031,on my way to work! I am gonna miss general hospital,negative
20032,my iMac`s ied  keeps cutting out for no reason. Anyone recommend a good mac place for service / parts? Think I need a new power supply,negative
20033, ohh I was so confused!:p I haven`t seen it. It`s your favourite?,neutral
20034, ht:p://twitpic.com/665n7 - I dont like it,negative
20035,I sewed my shirt  and I fail at screaming v_v but I had a quesadilla!  Quesadiaas are bombbb <3 I will try and scream another day! :],positive
20036,"_Gorham aww, what a shame  ........you can still #followffffriday them though, no? >.>",negative
20037,Running in the rain,neutral
20038, h havent seen you all week,neutral
20039, I would love to see the sun again.  It has been raining here for 3 days now.,positive
20040,"RacheAllens date bars, so easy to make   http://twitpic.com/4jas7",positive
20041,  I know... he`s mad at us... :`(,negative
20042,"Omg at Hollie!That was well sad to watch!  See, Simon can be well nice when he wants to be! lol",negative
20043,First Natalie and now little Holly. This is mean,negative
20044,errr..I.I don`t want to go sit in the heat and watch a high school graduation.,negative
20045,wow! Leonardo DiCaprio and Jennifer Davisson Killoran are the producers  of the movie: ORPHAN  !! i have direct contact info for them too!,neutral
20046, yeah thght it was awesome - glad to see some characters like Gambit brought back into the fold,positive
20047,Don`t really wanna go school on Monday to be honest,negative
20048,ehecking iDestroy sales.... sales are good,positive
20049,wtf come i need this day to go by,negative
20050,gosh! i`m frrrreakin` bored! talk to me!,negative
20051,"yay, just got my stuff from rygegrej.dk  Perfect tastes like banana and apple",positive
20052,Wtw why am i JUST getting up now? HM:TM today  but before that... revision revision revision :/,negative
20053,http://twitpic.com/665to Less than 24 hours till the show! Oh and Lee broke his guitar at practice    http://twitpic.com/660vv,neutral
20054,I do amzing at beer pong with my brother,positive
20055,_Stokoe I bet! I can imagine how much work it is making a movie. I can`t wait to see it,neutral
20056,Oh no! I ju read they are going to do a remake of Girls Just Wanna Have Fun   Stop it hollywood-just stop!,negative
20057, why have you still not called me back regarding the groundbreaking production i sent you earlier,negative
20058," I have a lot of Hell Yeah, and Rebel Meets Rebel (DAC + Panterrrra) and like 10 Pantera songs, I can`t find my Cowboys From Hell cd",neutral
20059," thanks oscc  i have been changing it up lately, and I like this layout the most <33",positive
20060,  Id I`m only a stupid 7th Grader,negative
20061,"Sadly, the time has come to put my mom in a home",negative
20062,"er some pizzas, going sleep",neutral
20063,"Yum, just had a mickeyDs eggmcmuffin. McYum",positive
20064,Waiting in line @ tryst,neutral
20065,Thanks to my assignment im off to work today!,positive
20066, Not having Hulu in Germaany sucks,negative
20067,WALC-ers are you ready to cry? its going to be a long day of reminiscing,neutral
20068,"Kidney Stones again  What did I ever do to ddeserve this kind of pain, not once or twice but five times in my life??? Took drugs, peace out",negative
20069,listening to her stolen music. just loved it cause its free!,positive
20070,"w will miss my City when we leave...priciness, pollution, panhandlers and all",negative
20071,up and reading the (maltese) sunday newspaper over coffee... Aaaah.. Glorious Sundays,positive
20072,"Sorry for ehe triple twitter post, was having trouble w/Stocktwits account.  I try not to clutter up the Twittersphere!",negative
20073, as to sleeping with whom ? You have your rocking sheets  I hope the smoothness is endulging can`t wait for my blankets),positive
20074,Ug.h. That Miley creature song has infested itself in my brain!,negative
20075, and I`m not getting another one ... There`s only 1 alfie,negative
20076,  the website is http://tinyurl.com/c7yojg  idk if the place is around ur area..,neutral
20077," My eyes are starting to hurt! It`s getting super late. But I just gottaa keep tweeting. Haha! Philippines tour, please, Tom?",neutral
20078, YES!! I wanna come hang out with my H-TOWN gurl u know whats up!! haha  it`ll be bangin! We gotta hang out chick,positive
20079,ahh I hate being sick  Waaaatching atonement! and sleeping,negative
20080,Gees can this week get anymore horrible....now i cant go to spain,negative
20081, myyy phne blocks text,neutral
20082,"  what can i say, i am a creatur of night, hmm, should be dne soon",neutral
20083," well dnkey has his own appeal, for sure.",neutral
20084, I can only promise about 150 or so.,neutral
20085,waw ****. ok i got you for tuesday on that. i gotta write a short post for today tho,neutral
20086,  May we be humble but Bold for Christ!  lisa..,neutral
20087,R.i.p. to my lil sis`s cousins babyfather Jimmyyyy aka GemStar,negative
20088, thank you! need to pass my test first,positive
20089,Soconfused about what to do?,neutral
20090,"@_Toki_ the wee girl started crying and her mum came on, was such a shame",negative
20091,im  o not feelinq this huqe **** pimple smack in the middle of my doom. it aint riqht man,negative
20092,I feel like dressing up for the heck of it.& putting make up on. Haha,positive
20093,py mothers day. ekin sayang mak!!!,positive
20094,my first `star trek` anything was really entertaining.. now if I can just see Harold fly the enterprise to `white castle`,neutral
20095,fre hugs with my super fluffy robe,neutral
20096," By the way, let me know when you want to schedule a round or two. Played highland woods monday. Shot 96.",neutral
20097,"asaurus So did I... and now you can hear it again and again, if you wish.",neutral
20098, ...actually find something they`ll like. it`s easy to get a good gift with a lot of money tbh. nowhere near as personal though,positive
20099,OMG The LG KC910 ttouchscreen fone is such a pile of shite!! Roll on new contract in 18 months,negative
20100,I have one less follower  That makes me sad and I feel like my life is dull and uninteresting.,negative
20101, YES!!! haahaaa.! breeeak out the jellybeaniesss!,positive
20102, happy birthday!!,positive
20103,bought my pink ipod nano 2 days ago  will be delivered thhhhis week. YAY!  & hopefully getting ears pierced again in a few weeks XD,positive
20104, 'Restoration of the site would also take place as part of the Banks proposals' - after the birds have gone? Avocets there this yr,neutral
20105,'I nevehought I`d die alone. Another six months I`ll be unknown',negative
20106, no not at all. I MISS GIRLFRIENDS!!!!  i have all the seasons.,negative
20107, s back from a weekend get away,neutral
20108, THANKS!,positive
20109," the mind plug work, but the patent got turned down b/c someone already thought of earplugs and benedryl",neutral
20110, that sounds interesting. wish my phone did java..,neutral
20111," Awesome! Saw yu added me on MySpace, could you please >NOT< tag me in the photos there?  Thanks.",positive
20112, wasn`t much of a debate,negative
20113,ymy feelings are hurt,negative
20114,I`ve got a headache  !!!,negative
20115,On my way home in the sunshine with a bag full of my stuff ffffrom work...,neutral
20116, hahah I`ll try,neutral
20117,"It`s 6 am, I hanen`t been to bed yet, and I just got my second wind.  Guess I should edit or read or something until I feel tired huh?",neutral
20118, Socksy`s just plucky and independent to Caspar`s lazy and attention seeking,negative
20119,Drink #7 or 8 r me (at the club). Been drinking for the past 6 hours.  http://twitpic.com/4wn9q,neutral
20120,Goin to work....,neutral
20121, i`ve got really bad arthritus in my left hand. I cant use my thummb at all,negative
20122," alright, I`ll let you slide on that one",neutral
