,Unnamed: 0,text,sentiment,classification,clean_text
19979,19979,It`s nobody official is getting a raise this year,negative,0.0,nobody official getting raise year
19980,19980,Thank you all for your incredible support and encouragement-it means so much!! You constantly bless me & I am thankful for you!!,positive,1.0,thank incredible support encouragementit mean much constantly bless thankful
19983,19983,OH NO TODAYS JAY LENOS LAST SHOW!!! WE`LL U MISS MR. LENO,negative,0.0,oh today jay lenos last show well u miss mr leno
19984,19984," Yeah, I wanted to have some  I was bottling, so it`s sanitized and all good. It tastes like those choc. oranges.",positive,1.0,yeah wanted bottling sanitized good taste like choc orange
19986,19986,on our way home after seeing Rodney Atkins in concert...I Love him! Thanks Bob,positive,1.0,way home seeing rodney atkins concerto love thanks bob
19988,19988,I hate packing,negative,0.0,hate packing
19989,19989, It was indeed a lovely evening. far Over too quickly  I got home at 1115 in the end. Coffee in bed this morning,positive,1.0,indeed lovely evening far quickly got home end coffee bed morning
19990,19990,"I hate different referenced assemblies. My FNH goes against castle 1.1, Caliburn against 1.03 .. not to mention dynamicproxy in NH",negative,0.0,hate different referenced assembly fnh go castle caliburn mention dynamicproxy nh
19991,19991,i suppose i best get ready for  work grrr,positive,1.0,suppose best get ready work grrr
19992,19992, Aaaaw no!  Are the windows open and that?,negative,0.0,aaaaw window open
19993,19993,"Happy Mothers all! Day  Hugs and love, Zoe",positive,1.0,happy mother day hug love zoe
19995,19995,Tim! missing,negative,0.0,tim missing
19996,19996,happy mother`s day to your moms,positive,1.0,happy mother day mom
19999,19999,Thinks he have may broken his nose at the show,negative,0.0,think may broken nose show
20000,20000, Yep! Tail between legs!,negative,0.0,yep tail leg
20001,20001,In a Drill Sergeant`s voice: everybody wake the **** UP!!! *flicks on everyone`s lights* it`s 500 rise est and shine beetches!! Lol JK,negative,0.0,drill sergeant voice everybody wake flick everyones light rise est shine beetches lol jk
20003,20003,_Anais I feel reeeally bad sorry now....,negative,0.0,anais feel reeeally bad sorry
20005,20005," Thanks, love I it",positive,1.0,thanks love
20006,20006,I`ll get my new laptop in 10 more days! Excited! It is Dell Inspiron - core2duo 2.0GHz - 4GB DDR2 - 250GB hdd - 15.6 inches screen,positive,1.0,ill get new laptop day excited dell inspiron coreduo ghz gb ddr gb hdd inch screen
20008,20008," Me too, because Monday is end of weekend. But, we cannot escape it, so I wish you have a good week",positive,1.0,monday end weekend cannot escape wish good week
20010,20010,_paige aww hey! I didn`t know this was you! LOL. I`m sick. No outtie for me.,negative,0.0,paige aww hey didnt know lol im sick outtie
20012,20012,"wish i could be in via funchal  yesterday, , , ,  were PERFECT, the best day in my life ****",positive,1.0,wish could via funchal yesterday perfect best day life
20013,20013,I me got a little too much sun today,negative,0.0,got little much sun today
20014,20014, it was jokes!!!  me love the mag..really!,positive,1.0,joke love magreally
20015,20015, awww too bad I won`t be there I`d - entertain the thought of entering,negative,0.0,awww bad wont id entertain thought entering
20019,20019," Happy Mother`s Kadi!! Day,",positive,1.0,happy mother kadi day
20021,20021,loves listening people to practising on the piano downstairs,positive,1.0,love listening people practising piano downstairs
20022,20022,"Basically I`ve listened to Miley Cyrus for fourteen hours now, and I love it.",positive,1.0,basically ive listened miley cyrus fourteen hour love
20024,20024," cool, your too good to me you know",positive,1.0,cool good know
20026,20026,Proudly watching my film  http://bit.ly/dP2Uh,positive,1.0,proudly watching film httpbitlydpuh
20028,20028,oh i hate friday evening.,negative,0.0,oh hate friday evening
20034,20034,happy mothers day to all the beautful mums.,positive,1.0,happy mother day beautful mum
20036,20036,Yay! Made my first sale on RedBubble - that makes me so happy   http://bit.ly/1gURq,positive,1.0,yay made first sale redbubble make happy httpbitlygurq
20038,20038,Oh... I miss the Piano.,negative,0.0,oh miss piano
20042,20042," Praying for love in a lap dance, and paying in naivety. <--One of my fav songs",positive,1.0,praying love lap dance paying naivety one fav song
20043,20043, Cheers. Wish I had more to fonts play with,positive,1.0,cheer wish font play
20044,20044, My pleasure. I can`t be with my mom on Mother`s Day. But I can spread love.,positive,1.0,pleasure cant mom mother day spread love
20045,20045," dammit, no! one from tweet september, noodles is also taken",negative,0.0,dammit one tweet september noodle also taken
20046,20046, that`s a good attitude,positive,1.0,thats good attitude
20047,20047,  you whenever are mama!  Let`s do it,positive,1.0,whenever mama let
20048,20048,the classes with my students are over  gonna miss them...,negative,0.0,class student gonna miss
20049,20049,mary hates me again  i wana it walmart butno one wants to go,negative,0.0,mary hate wana walmart butno one want go
20050,20050,   We`re idiots.  Ok mostly I was skint but hell I could`ve done something......,negative,0.0,idiot ok mostly skint hell couldve done something
20051,20051," In my case, it`s going to be exams showing me a thing or two.  I`m very hopeful much about November `09, though.",positive,1.0,case going exam showing thing two im hopeful much november though
20052,20052, ohh i would def give it 2 u but tht was kenyatta`s cam not mine  sry but i want tht pic 2,negative,0.0,ohh would def give u tht kenyattas cam mine sry want tht pic
20053,20053,Happy Mother`s Day! Justin Timberlake`s version a mother`s gift.. day http://bit.ly/6fGxd  -- too funny!!!,positive,1.0,happy mother day justin timberlakes version mother gift day httpbitlyfgxd funny
20055,20055,freakin` It`s hot and humid today.,negative,0.0,freakin hot humid today
20056,20056, I`m here if u need to vent!,positive,1.0,im u need vent
20057,20057,I think I might fall in love with in jihoon boys over flower.,positive,1.0,think might fall love jihoon boy flower
20058,20058, thanks for the add  I`ll try again signing in later when I get home. If still no such luck then I`ll email someone,positive,1.0,thanks add ill try signing later get home still luck ill email someone
20059,20059,_Perth Awesome...love top your gear..whos favourite?Got to admit i have a soft spot for captain slow,positive,1.0,perth awesomelove top gearwhos favouritegot admit soft spot captain slow
20061,20061, ohhh yea it is from the same film  and this one been had a fave for a longgggg time... any1 for humma humma?,positive,1.0,ohhh yea film one fave longgggg time humma humma
20062,20062,This is great curl-up-in-a-ball-and-read later. I wish I had a book.,positive,1.0,great curlupinaballandread later wish book
20065,20065,"I don`t emo dig **** or that, but I like this song sorry emo`s  ? http://blip.fm/~5jg0u",positive,1.0,dont emo dig like song sorry emos httpblipfmjgu
20066,20066,is hanging out with the roomies. I adore the 4 gentlemen I live with. Great people and a good talk when discussing boy issues!!,positive,1.0,hanging roomy adore gentleman live great people good talk discussing boy issue
20067,20067, agree you with about facehunter  embarrassing representation. compare to swedes who all look like they were born stylish.,positive,1.0,agree facehunter embarrassing representation compare swede look like born stylish
20068,20068,YES I AM GOING TO BE A SOPHMORE IN COLLEGE. Geez. Cant get a job cause everyone thinks im fifteen.,negative,0.0,yes going sophmore college geez cant get job cause everyone think im fifteen
20070,20070,Another nice day again! Working in Goderich today so I can walk & enjoy the weather,positive,1.0,another nice day working goderich today walk enjoy weather
20071,20071,thinkin twitter is really borin quite,negative,0.0,thinkin twitter really borin quite
20072,20072,winter flu has to twitter about logies to get noticed. haha. I love rove,positive,1.0,winter flu twitter logies get noticed haha love rove
20073,20073,Good you night twitter people,positive,1.0,good night twitter people
20074,20074,I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.,negative,0.0,hate bf beat da dog guess way teach pitt
20076,20076,Happy morning to everyone!,positive,1.0,happy morning everyone
20077,20077," ooh good!  im starting with hardest the one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x",positive,1.0,ooh good im starting hardest one gonna day ive locked door im leaving food toilet x
20078,20078,wishes people wouldn`t be so stubborn sometimes.,positive,1.0,wish people wouldnt stubborn sometimes
20082,20082,"'Isn`t she lovely? Isn`t she beautiful?' Sorry Stevie, you`re not really in a position to make that judgement  #steviewonder",negative,0.0,isnt lovely isnt beautiful sorry stevie youre really position make judgement steviewonder
20084,20084,awesome night in the city,positive,1.0,awesome night city
20085,20085,Heading to yale.. Grandmother in accident car,negative,0.0,heading yale grandmother accident car
20087,20087,"Ugh. I hate bad grades. 1st time I`ve ever failed a class and As- no B, B, D, W, I, I! Not like me at all",negative,0.0,ugh hate bad grade st time ive ever failed class b b w like
20091,20091, haha. thanks for listening to me rant on on and about nothing!  have a good NIGHT?,positive,1.0,haha thanks listening rant nothing good night
20093,20093,"post Arrggghhh...dang office.  Did not get the package in yet, may have to wait until tomorrow",negative,0.0,post arrggghhhdang office get package yet may wait tomorrow
20094,20094," Nope  Not that I have to worry about the possibility. I`m more worried about GOOG`s design than her personal taste, actually.",negative,0.0,nope worry possibility im worried googs design personal taste actually
20095,20095, Just study according to the notes that you had to and copy you`ll be fine.,positive,1.0,study according note copy youll fine
20096,20096, THANKYOU!  <3 iloveyoutwoooo,positive,1.0,thankyou iloveyoutwoooo
20097,20097," congrats, dreps! good and luck sa interview!",positive,1.0,congrats dreps good luck sa interview
20100,20100, Follow both because I don`t know which one will send it. PS Dont get your hopes up because she may not sen it,negative,0.0,follow dont know one send p dont get hope may sen
20101,20101,is yo sad hear about Ashleycat,negative,0.0,yo sad hear ashleycat
20103,20103, don`t be worry happy Ryan,positive,1.0,dont worry happy ryan
20104,20104, My best Vanilla in memory was from the Sharffenberger factory gift shop... Not sure where to get it now!,positive,1.0,best vanilla memory sharffenberger factory gift shop sure get
20105,20105,"So I got up, went outside planted a few flowers and watched a evans lee DVD. Who knew bank holidays were so fun",positive,1.0,got went outside planted flower watched evans lee dvd knew bank holiday fun
20106,20106,Ughhhh...mad as ppl make me some times...I don`t like 2 have 2 do yucky thngs  I am NOT cut out 2 deal w HR stuf...ppl`s tears kill me!,negative,0.0,ughhhhmad ppl make timesi dont like yucky thngs cut deal w hr stufppls tear kill
20107,20107, I wish I could really do that  I love having u around! Ill see what I can do.. try ;) to use that national champ pull lol,positive,1.0,wish could really love u around ill see try use national champ pull lol
20109,20109,im blonding ... slowly but surely im blonding ... i wana scratch my hair but not im allowed,negative,0.0,im blonding slowly surely im blonding wana scratch hair im allowed
20110,20110, it`s nto as good,negative,0.0,nto good
20111,20111," ~entonces estas perdonada porque a sigues tom conrad, who we all know is made of awesome",positive,1.0,entonces estas perdonada porque sigues tom conrad know made awesome
20113,20113,I`m at mcdonalds eating nuggets chicken with my kid so embarrased I droped my soda  haha it fell out of my tray lol,negative,0.0,im mcdonalds eating nugget chicken kid embarrased droped soda haha fell tray lol
20114,20114, aaaw... that`s very sweet of him. my girl friends gots to drag them hubbies just so we can 'nite-out'. unless my beer. LoL,positive,1.0,aaaw thats sweet girl friend gots drag hubby niteout unless beer lol
20115,20115,happy mother`s day mummy  love i you. xo,positive,1.0,happy mother day mummy love xo
20116,20116,Great lunch at baby bulls.  Now time for work til 930.,positive,1.0,great lunch baby bull time work til
20117,20117,is now going to see his very ill uncle on and saturday the night at his house as even more bad news has come up,negative,0.0,going see ill uncle saturday night house even bad news come
20118,20118,Panera is not being nice to my iPhone,negative,0.0,panera nice iphone
20119,20119, my internet being is a ***** again!!! wtf. i think im gonna sleep afterward. internet is driving me crazyyy!,negative,0.0,internet wtf think im gonna sleep afterward internet driving crazyyy
20120,20120," geez, 15 years? You`d think they would have had that checked out years ago!",negative,0.0,geez year youd think would checked year ago
20121,20121,I just saw a shooting star... made I my wish,positive,1.0,saw shooting star made wish
20122,20122,"Lunch is boringgg  driving after school today, ugh hope i do better with mr. Dodd",negative,0.0,lunch boringgg driving school today ugh hope better mr dodd
20125,20125, what about Your Body by Tom Novy or Voodoo Child by Rogue Traders. They are from Good 04/05. memories from these songs,positive,1.0,body tom novy voodoo child rogue trader good memory song
20126,20126, I`ve been a fan of yours for years and you have been such an inspiration to me. You`re truly my idol  Best wishes to you,positive,1.0,ive fan year inspiration youre truly idol best wish
20127,20127,SCHOOL GOD IS GOING TO SUCK **** NEXT YEAR!,negative,0.0,school god going suck next year
20128,20128,Still raining here in The Bay...I forget what sunshine looks like !,negative,0.0,still raining bayi forget sunshine look like
20129,20129,are  you guys dead again?  I can`t load it up,negative,0.0,guy dead cant load
20131,20131,Sunday morning and i realised im a film snob  as it on said MSN entertainment,positive,1.0,sunday morning realised im film snob said msn entertainment
20134,20134,"Happy Mother`s Day!!!  I`m at the beach with my family. It`s a warm, clear night with a beautiful full moon...",positive,1.0,happy mother day im beach family warm clear night beautiful full moon
20136,20136,"Head is pounding.  Well not really pounding, more like tapping I suppose.  Homework time.",negative,0.0,head pounding well really pounding like tapping suppose homework time
20140,20140, I`m pretty sure my bum shape will still be imprinted there,positive,1.0,im pretty sure bum shape still imprinted
20141,20141,my mum was really happy about her pretty small present^^ wow oh tomorrow we can test one of her presents: one of the pasta recepies,positive,1.0,mum really happy pretty small present wow oh tomorrow test one present one pasta recepies
20142,20142,I can`t believe it`s Monday already! A week in Vancouver already gone.. what a good weekend,positive,1.0,cant believe monday already week vancouver already gone good weekend
20143,20143,I don`t wanna go work to,negative,0.0,dont wanna go work
20144,20144,These girls make me giggle  twinz twinz! Godda hit up the bbq in a few,positive,1.0,girl make giggle twinz twinz godda hit bbq
20145,20145, Thank Perfect. you. Enjoy your sunday of no work,positive,1.0,thank perfect enjoy sunday work
20146,20146, thats a bad start to the day!,negative,0.0,thats bad start day
20147,20147, Take back. that I am insulted.,negative,0.0,take back insulted
20148,20148, Charlene my love. I miss you,negative,0.0,charlene love miss
20150,20150, haha. It does have a nice ring to it (: Lets get used to that. ok! iloveyoutoo.,positive,1.0,haha nice ring let get used ok iloveyoutoo
20153,20153,Hahah. them! Love,positive,1.0,hahah love
20157,20157,On my way to nottingham..I so don`t to want be going,negative,0.0,way nottinghami dont want going
20158,20158, jass warn me b4 u go to nxt war...i am there to have fun...,positive,1.0,jass warn b u go nxt wari fun
20159,20159,is this what i think about the world  at hannah montana set.... im missing tennessee ALOT today,negative,0.0,think world hannah montana set im missing tennessee alot today
20160,20160,I have trouble with Starship troopers. They`re mean to the great big pink bug.,negative,0.0,trouble starship trooper theyre mean great big pink bug
20162,20162,it was a hard weekend. too much alcohol on these **** 'weinfest',negative,0.0,hard weekend much alcohol weinfest
20164,20164,going to work soon and so excited!  ugh id rather pluck my fingernails off,positive,1.0,going work soon excited ugh id rather pluck fingernail
20166,20166, hey love whats up! my voice is shot  whats new with you,positive,1.0,hey love whats voice shot whats new
20168,20168,Is feelin right rite now,positive,1.0,feelin right rite
20169,20169,i`m so bored i can barely even i tweet. have nothing to talk about.  #boredboots,negative,0.0,im bored barely even tweet nothing talk boredboots
20170,20170,"Looks like a beautiful day...and I am off work til Sunday, yay!! No bbq as yet though, gonna have to postpone my invitations",positive,1.0,look like beautiful dayand work til sunday yay bbq yet though gonna postpone invitation
20171,20171,awwww  jim jam  we`re good at dodging meatballs WOO,positive,1.0,awwww jim jam good dodging meatball woo
20172,20172,Just burned my tongue!!,negative,0.0,burned tongue
20173,20173," ITS A BANK HOLIDAY STUPID!! wait, don`t they have bank holidays in America... Okay keep on celebreting",positive,1.0,bank holiday stupid wait dont bank holiday america okay keep celebreting
20174,20174," AWESOME! It feels very fulfilling, doesn`****?  I`m gonna work on SOOOO many people over the summer! Totally excited!",positive,1.0,awesome feel fulfilling im gonna work soooo many people summer totally excited
20176,20176, Hehe! It is nice down there,positive,1.0,hehe nice
20178,20178," my favorite song is `Im standing here but you dont see me, i`d give it all for that to change` i dont know what its called",positive,1.0,favorite song im standing dont see id give change dont know called
20179,20179,"Gone r the days wen we used sit to 4 exams.. no more exams, no more classes, no more bunking n no more fun..",negative,0.0,gone r day wen used sit exam exam class bunking n fun
20180,20180,  Happy Mother`s Day to ya tomorrow,positive,1.0,happy mother day ya tomorrow
20183,20183,"watching a police boring prog after making a fab pasta dinner, trying to cut down on alcohol so only had water",negative,0.0,watching police boring prog making fab pasta dinner trying cut alcohol water
20184,20184,New word of the day: 'Whoore lure' yes... A new word for cologne. Thanks Mike Harding,positive,1.0,new word day whoore lure yes new word cologne thanks mike harding
20186,20186,"Wishes I was going to the pxy summer jam, but can never seem to win",positive,1.0,wish going pxy summer jam never seem win
20187,20187," haha.. yes, i`m jealous! don`t i have money to do all that!",negative,0.0,haha yes im jealous dont money
20188,20188," Oh, that sounds bed..poor girl",negative,0.0,oh sound bedpoor girl
20189,20189,<3 KoRn... You guys champions are of the world,positive,1.0,korn guy champion world
20192,20192,Off to England during the summer holidays this year.... yay!,positive,1.0,england summer holiday year yay
20194,20194, I can`t die  I have a lunch date with rocio coming up plus some new shoes UGH!,negative,0.0,cant die lunch date rocio coming plus new shoe ugh
20197,20197, comes to you. when is your atl show jljf i swear you will have fun so they`re much fun,positive,1.0,come atl show jljf swear fun theyre much fun
20198,20198, won`t anyone give poor ernie reyes jr a break?,negative,0.0,wont anyone give poor ernie reyes jr break
20201,20201,worry Dont babe,positive,1.0,worry dont babe
20202,20202, I was going to but I`m siiiick  I`m so mad!!!! Jason said I have to recover fully before I go paintballin again! Are u playing?,negative,0.0,going im siiiick im mad jason said recover fully go paintballin u playing
20205,20205,"Im not doing the hunt, i was in the middle of making it but all my work got erased  guys, sry now i look like a idiot for replying 2 all u",negative,0.0,im hunt middle making work got erased guy sry look like idiot replying u
20206,20206, yeah I LOVE CALI so much,positive,1.0,yeah love cali much
20208,20208,I love how simple my Safari toolbar is!  http://twitpic.com/4wssc/full,positive,1.0,love simple safari toolbar httptwitpiccomwsscfull
20210,20210, I know! I`m totally excited,positive,1.0,know im totally excited
20212,20212,"_Paradise Hi Dale, your welcome man! Hope ur weekend is going well. I think I would enjoy your Desert Paradise! fun, fun, fun!",positive,1.0,paradise hi dale welcome man hope ur weekend going well think would enjoy desert paradise fun fun fun
20213,20213,hate I this bit,negative,0.0,hate bit
20216,20216,working on short story...totally loving one of my secondary characters,positive,1.0,working short storytotally loving one secondary character
20218,20218,This poor butterfly was dead  http://twitpic.com/66vlw,negative,0.0,poor butterfly dead httptwitpiccomvlw
20219,20219,to about drink a hot chocolate  yummy.,positive,1.0,drink hot chocolate yummy
20224,20224, happy birthday!,positive,1.0,happy birthday
20226,20226, i know  i`m tweeting more now though don`t you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,negative,0.0,know im tweeting though dont worry haha wish could fly ohio saw beyonce monday uhmygawddd
20228,20228,I have a stupid headache on my day off.,negative,0.0,stupid headache day
20229,20229,Burnt 3 of fingers my from trying to keep my hands warm over the rice cooker.,negative,0.0,burnt finger trying keep hand warm rice cooker
20231,20231,love I my puppy,positive,1.0,love puppy
20236,20236,OMG!!  Booth`s hallucination in the latest epi of Bones is absolutely brilliant  'you`re a gud lookin guy.. if u keep an open mind' LOL!,positive,1.0,omg booth hallucination latest epi bone absolutely brilliant youre gud lookin guy u keep open mind lol
20238,20238,Officially drugged up and taking a nap. Allergies ain`t no joke. Never had them this bad since two days ago.,negative,0.0,officially drugged taking nap allergy aint joke never bad since two day ago
20239,20239, bahaha.. Weekends are just too short.. Esp when it`s nice out! I wanna stop like time evie on outta this world! Morning!,positive,1.0,bahaha weekend short esp nice wanna stop like time evie outta world morning
20240,20240,"had an amazingly unproductive day, but i loved it  time to go catch up on sleep!",positive,1.0,amazingly unproductive day loved time go catch sleep
20241,20241,wait Cannot to get all dolled up and go out tonight,positive,1.0,wait cannot get dolled go tonight
20242,20242,I really ain`t woth a ****. I can`t do anythin right.   What`s wrong with me?,negative,0.0,really aint woth cant anythin right whats wrong
20244,20244, **** it. You don`t look well. You have to go home.,negative,0.0,dont look well go home
20245,20245, _v haha i was in your boat yesterday.. you`ll pick it up in no time,positive,1.0,v haha boat yesterday youll pick time
20246,20246,"ahhh ... i don`t care, i love this movie in all it`s cheesy-ness",positive,1.0,ahhh dont care love movie cheesyness
20247,20247,****. got I a math test today.,negative,0.0,got math test today
20249,20249,is tanning with emily! too its bad prob gonna rain,negative,0.0,tanning emily bad prob gonna rain
20250,20250,"_Morales I like you. I mean as a random person, because I obviously don`t know you. but. we think alike",positive,1.0,morale like mean random person obviously dont know think alike
20251,20251,"boredd, juss !",negative,0.0,boredd juss
20252,20252, i love you kim kardashian i watch your tv show keeping up with the kardashians ur blessed with good looks,positive,1.0,love kim kardashian watch tv show keeping kardashians ur blessed good look
20256,20256, yea it is.  thanks for the link.,positive,1.0,yea thanks link
20257,20257,forgot the pin my of debit card. thank God the card still works after several attempts. just bought cake for sister`s birthday. wheew!,positive,1.0,forgot pin debit card thank god card still work several attempt bought cake sister birthday wheew
20258,20258,Leaving for work.. 5:30 can`t get here soon enough!  hope everyone has a great day!,positive,1.0,leaving work cant get soon enough hope everyone great day
20261,20261,Little kids annoy hell the outa me by being all active and shouting and attacking me Etc.,negative,0.0,little kid annoy hell outa active shouting attacking etc
20265,20265, YEAY!. haha. thank so you much jiah,positive,1.0,yeay haha thank much jiah
20267,20267,Another friend knocked up.   Pretty soon will everyone have kids. Goodbye carefree youth!,positive,1.0,another friend knocked pretty soon everyone kid goodbye carefree youth
20268,20268,_127 poor baby  you need some aloe. Nope sorry no hints,negative,0.0,poor baby need aloe nope sorry hint
20269,20269, bless her lil socks... think they need to the rethink age thing me,positive,1.0,bless lil sock think need rethink age thing
20270,20270,happy mothers day to all   im off to spend the day with my family,positive,1.0,happy mother day im spend day family
20271,20271, I dont know  I didnt even realize it gone was  let me put it up again...darn twitter!,negative,0.0,dont know didnt even realize gone let put againdarn twitter
20272,20272," And these poor, unfortunate souls don`t appear to have any pants at all...  ? http://blip.fm/~78qvz",negative,0.0,poor unfortunate soul dont appear pant httpblipfmqvz
20273,20273,"winding down, love having low a key day.",positive,1.0,winding love low key day
20274,20274,  totally missed the chatroom. I`m so lame,negative,0.0,totally missed chatroom im lame
20276,20276,Can`t even tell you how much this hair dresser is pissssssing me off she has no clue wtf I`m asking her to do..so I`m expecting the worst,negative,0.0,cant even tell much hair dresser pissssssing clue wtf im asking doso im expecting worst
20278,20278, Awww Thatss Well Sad  x,negative,0.0,awww thatss well sad x
20279,20279," that Yeah, was my thumb last night. Sorry",negative,0.0,yeah thumb last night sorry
20281,20281,I feel like... not I`m gonna make it this year,negative,0.0,feel like im gonna make year
20283,20283,I seriously need to find out why laptop my sometimes gets so hot. BBL after errands & pricing 'comp fixes'. Not many places left 4 that.,negative,0.0,seriously need find laptop sometimes get hot bbl errand pricing comp fix many place left
20284,20284, It was truly awful,negative,0.0,truly awful
20287,20287,  sorry to hear that. Is a is 365?,negative,0.0,sorry hear
20288,20288,sometimes i forget my favorite **** stars are real people too.  made orange chicken last night and cut his finger off! sad!,negative,0.0,sometimes forget favorite star real people made orange chicken last night cut finger sad
20289,20289, i wish i could call but i live in the and uk i don`t have the cash to call,negative,0.0,wish could call live uk dont cash call
20290,20290,Field day is sad. No ribbons for me.,negative,0.0,field day sad ribbon
20291,20291,still  sick @ Home http://loopt.us/iArPRg.t,negative,0.0,still sick home httplooptusiarprgt
20293,20293,"Had a great night, ashleigh makes good a dance teacher  And we kicked Bens butt at a pillow fight!",positive,1.0,great night ashleigh make good dance teacher kicked ben butt pillow fight
20294,20294,Hate to break every1`s heart but confirmation jus came in that Austin & Sophia do NOT & never had a twitter  another sad day!!,negative,0.0,hate break everys heart confirmation jus came austin sophia never twitter another sad day
20296,20296, most likelyy. Just need to save the money and practice my **** off.,positive,1.0,likelyy need save money practice
20297,20297,  damned hordies,negative,0.0,damned hordies
20298,20298,"Euh, got LDAP Schema Error  Why oh Why",negative,0.0,euh got ldap schema error oh
20299,20299,It worked. AND Cool the gang!,positive,1.0,worked cool gang
20300,20300, Don`t worry you will have Ava to distract you on the flight,positive,1.0,dont worry ava distract flight
20303,20303,always it rains right after i get my car washed,positive,1.0,always rain right get car washed
20306,20306,"Psalm 82:6 I have said, You are gods; and all of you are children of the most High. Happy Mothers Day Momma",positive,1.0,psalm said god child high happy mother day momma
20308,20308,Got my braces tightened today. Then I got McDonalds! HAHA  Sport tomorrow yay yay yay! Netball tryouts.. wish me luck to make the team! :l,positive,1.0,got brace tightened today got mcdonalds haha sport tomorrow yay yay yay netball tryout wish luck make team l
20309,20309, i thght i voted bt i dnt think it workd!  Whats the link 2 for vote u! Nobody deserves it more than u do. Ur so talented. I<3U,positive,1.0,thght voted bt dnt think workd whats link vote u nobody deserves u ur talented iu
20311,20311," be 'might interested' - thanks, I was: I came, I saw, I winced..  too much like Flatland http://bit.ly/12f0y",positive,1.0,might interested thanks came saw winced much like flatland httpbitlyfy
20313,20313, I think left I my conference feedback sheet in my bag. Oops. Just say Excellent for everything  Found out about it from you,positive,1.0,think left conference feedback sheet bag oops say excellent everything found
20314,20314,Having a good...no great day already & Dr.Miracles feel-it formula really does work!! LOL Hope everyone has a good day as well,positive,1.0,goodno great day already drmiracles feelit formula really work lol hope everyone good day well
20317,20317,"Its sooooooooo funny not when I have to move from computer to computer to render and draw. Come on, Revit! AutoCAD was never this bad.",negative,0.0,sooooooooo funny move computer computer render draw come revit autocad never bad
20318,20318,"watching Cavs game. LeBron James, my newest love!  36 pts for Cavs, 17 by LeBron!",positive,1.0,watching cavs game lebron james newest love pt cavs lebron
20319,20319, shizze loadsa has happend  IM SO UPSET..,negative,0.0,shizze loadsa happend im upset
20324,20324,dont go... im sorry for disappointing you,negative,0.0,dont go im sorry disappointing
20325,20325, The race was Saturday night. Jimmie do didn`t so great. He`s still in 3rd place,negative,0.0,race saturday night jimmie didnt great he still rd place
20326,20326, happy birthday corey!!,positive,1.0,happy birthday corey
20327,20327,situations. sweet,positive,1.0,situation sweet
20330,20330,ugh! looks like it can rain any min now,negative,0.0,ugh look like rain min
20331,20331,Work till 6..then dreadful tv shopping cause broke mine,negative,0.0,work till dreadful tv shopping cause broke mine
20333,20333,editting **** on here in school is a drag. i give up lol ill do it at home. i wanna go home my T-T vida is so boring right now,negative,0.0,editting school drag give lol ill home wanna go home tt vida boring right
20334,20334," Well, at least you wont be late!",negative,0.0,well least wont late
20336,20336, what I do now  anyhoo thanks for the *spank* :-O x,positive,1.0,anyhoo thanks spank x
20337,20337,KICKIN BAK......NEED 2 DO MY MISS HW.....I U BABE  LOLZ,negative,0.0,kickin bakneed miss hwi u babe lolz
20338,20338, good night,positive,1.0,good night
20339,20339,"****, hi ? Facebook what`s wrong with you ? can`t add photos",negative,0.0,hi facebook whats wrong cant add photo
20340,20340,I have to goto work now ahhh kill me  my life isn`t going the way I want it too atm. Ta ta kids x,negative,0.0,goto work ahhh kill life isnt going way want atm ta ta kid x
20341,20341,  well its pouring here. Rly wet rly,negative,0.0,well pouring rly wet rly
20342,20342,Cops tell #Tori`s Dad they may never find her remains  http://lfpress.ca/newsstand,negative,0.0,cop tell toris dad may never find remains httplfpresscanewsstand
20343,20343,"Getting my hair cut tomorrow or later today I should say...   excited. swag My is already on, jus turning it up!!",positive,1.0,getting hair cut tomorrow later today say excited swag already jus turning
20344,20344,"okay, got the card, but my phone is **** up at the moment.  please use email to reach me, sorry",negative,0.0,okay got card phone moment please use email reach sorry
20346,20346, Lol  It`s like you have a cult.. haha,positive,1.0,lol like cult haha
20348,20348,http://twitpic.com/674p1 -  this is my Ohio is for lovers tattoo got the design off the shirt.. haha but I lost the shirt,negative,0.0,httptwitpiccomp ohio lover tattoo got design shirt haha lost shirt
20350,20350,"Just FYI, there is also turkish star wars rip off  here http://bit.ly/AeSnk",negative,0.0,fyi also turkish star war rip httpbitlyaesnk
20351,20351,http://bit.ly/GQdbD  one of the saddest songs ever I`ve heard,negative,0.0,httpbitlygqdbd one saddest song ever ive heard
20352,20352, nah i understand you cant cancel i just wanted you to come,positive,1.0,nah understand cant cancel wanted come
20353,20353,I don`t think our ISP too is happy with us this weekend!,positive,1.0,dont think isp happy u weekend
20354,20354,hate living down here in fl. missing GA like crazy...like they say you dont know what you got till its gone  GA on my mind,negative,0.0,hate living fl missing ga like crazylike say dont know got till gone ga mind
20355,20355,Last week I had 516 hits on my guinea pig on pictures webshots! And I didn`t even promote them! Way to go,positive,1.0,last week hit guinea pig picture webshots didnt even promote way go
20356,20356,i am very very tired,negative,0.0,tired
20357,20357,Very good morning! Coffee and a taylor cd swift starts it off,positive,1.0,good morning coffee taylor cd swift start
20358,20358,Happy mother`s day everyone! still playing pet society!,positive,1.0,happy mother day everyone still playing pet society
