,text,sentiment,classification,clean_text
21384,Sorry everybody! Apparently Twitter isn`t sending me my updates.,negative,0.0,sorry everybody apparently twitter isnt sending update
21386,Happy Mommy`s Dad Mommy  watching the football  Yay The Eagles Are WINNINGGGGG  they better keep it up *sigh!,positive,1.0,happy mommy dad mommy watching football yay eagle winninggggg better keep sigh
21388, no fair,negative,0.0,fair
21389,http://www.speedtest.net/result/483892161.png i get good download speed only when no one else is using the connection,positive,1.0,httpwwwspeedtestnetresultpng get good download speed one else using connection
21393,"Aaaa! I need to work today, Why cant i ever get the weekends off? It makes me want to cry",negative,0.0,aaaa need work today cant ever get weekend make want cry
21394,is thrilled prom went well,positive,1.0,thrilled prom went well
21398,doing some DIY- I`m dying mg clothes black again...save some money,positive,1.0,diy im dying mg clothes black againsave money
21399, LOL!  Too true,positive,1.0,lol true
21400,_Mandarich well welcome back from the dark side!,positive,1.0,mandarich well welcome back dark side
21401,Getting one of the lil GEM`s ears REpierced after work today- definitely dreading it,negative,0.0,getting one lil gem ear repierced work today definitely dreading
21404,"; Re: Home - that`s exactly what I meant... home in D-town. ;) Also, re: computer... uh... I brokt it...",negative,0.0,home thats exactly meant home dtown also computer uh brokt
21405, I am so excited you`re touring with FOTC! I had no idea!! I`ll be seeing you tomorrow,positive,1.0,excited youre touring fotc idea ill seeing tomorrow
21406,good afternoon.  http://plurk.com/p/suyev,positive,1.0,good afternoon httpplurkcompsuyev
21408,Epsilon Greater than Zero misses her Mommy.  http://apps.facebook.com/catbook/profile/view/5626035,negative,0.0,epsilon greater zero miss mommy httpappsfacebookcomcatbookprofileview
21409, no    I kind of miss my first main.   Male Tauren Shaman named Icewater stuck at 61.  Maybe I`ll fetch him one day.,negative,0.0,kind miss first main male tauren shaman named icewater stuck maybe ill fetch one day
21410, thanks Janis,positive,1.0,thanks janis
21411,"i love Fly With Me, live chats and don`t like being sick.",positive,1.0,love fly live chat dont like sick
21412,"  It is so unfair, Hustlaball, US citizens working here, Personal Appearances Expectations, Prowler, can I do that there?",negative,0.0,unfair hustlaball u citizen working personal appearance expectation prowler
21413,Viviann`s all minee. Yummm,positive,1.0,vivianns minee yummm
21415,Just found out that one of my coworkers in St. Paul (who I actually know and talk to) got laid off. This blows.,negative,0.0,found one coworkers st paul actually know talk got laid blow
21418, yeah I can imagine!  Not nice   How much longer is your shift?,negative,0.0,yeah imagine nice much longer shift
21419,"Holy cow! Archie Andrews finally marries Veronica Lodge.This is not what I thought will eventually happen in my 6th grade  Awww...bad, bad",negative,0.0,holy cow archie andrew finally marries veronica lodgethis thought eventually happen th grade awwwbad bad
21420, I hope they come,positive,1.0,hope come
21423,Happy mothers day in 25 minutes everyone,positive,1.0,happy mother day minute everyone
21424, Thanks! Good morning,positive,1.0,thanks good morning
21427, ) I can relate to the frustration.I ruined my wp blog many times during updates.They warn you a few times.'back the ^$!@# up',negative,0.0,relate frustrationi ruined wp blog many time updatesthey warn timesback
21430,wow i love how we have no headache medicine in this house.,negative,0.0,wow love headache medicine house
21431, Hope you mom is okay,positive,1.0,hope mom okay
21433," Hi, I hope Ray is o.k. Please give him our love and hope he returns soon. Hope its not too bad",positive,1.0,hi hope ray ok please give love hope return soon hope bad
21434,"Morning folks! Light tweeting today (`Hurrah!` from the crowd!) `cos I`ve a busy Friday. Me inside, sunshine out.",positive,1.0,morning folk light tweeting today hurrah crowd co ive busy friday inside sunshine
21436,Got an email from  telling me I could have got my monday flight to SFO cheaper & Biz class if I had booked it tomorrow,negative,0.0,got email telling could got monday flight sfo cheaper biz class booked tomorrow
21437,"@_everblue She actually posted again to say that it was the 2nd and not the 4th, so nevermind.",positive,1.0,everblue actually posted say nd th nevermind
21438,Yep. That good feeling didn`t last.  back to sleeping for me.,positive,1.0,yep good feeling didnt last back sleeping
21440,had one of the greatest days ever! spent the whole day with besties & celebrated installs with the friends i love oh so much  <3,positive,1.0,one greatest day ever spent whole day besties celebrated installs friend love oh much
21443,just had an orgasmic sandwich,positive,1.0,orgasmic sandwich
21445,happy mothers day to my mom & all the other mommies / moms to be! have a qood one ladies,positive,1.0,happy mother day mom mommy mom qood one lady
21446, SO jealous...see if you can get some Dallas concert tix out of her...it`s all sold out!!,negative,0.0,jealoussee get dallas concert tix herits sold
21449,Aw! Tear! I feel special to da family.  Haha thanks girls i love yal,positive,1.0,aw tear feel special da family haha thanks girl love yal
21454," he was soooo great!!! loved him! He was so good live, haha it poured on us though... makes it that much better!",positive,1.0,soooo great loved good live haha poured u though make much better
21456,_archie Haha it`s ok. Glad everything`s good. Happy always! Woohoo!,positive,1.0,archie haha ok glad everythings good happy always woohoo
21460,"Yesterday was AWESOME ! Sunny day, best friends, good food & tons of fun - what more could you ask for ?",positive,1.0,yesterday awesome sunny day best friend good food ton fun could ask
21461,"got to final table, but....went out third.  Don`t think I`ll be getting my free seat",negative,0.0,got final table butwent third dont think ill getting free seat
21462, I`m tryin not the be boring today . . . I just can`t seem to come up with thing to say,negative,0.0,im tryin boring today cant seem come thing say
21463,"Oh, ew. That`s too bad - after not using this certain lip gloss for a long time I just tried to wear it - literally making my lips burn.",negative,0.0,oh ew thats bad using certain lip gloss long time tried wear literally making lip burn
21464,aw now where`s that little asian girl who runs round pooping her pants in public? i miss laughing at her.,negative,0.0,aw wheres little asian girl run round pooping pant public miss laughing
21466,misses driving already,negative,0.0,miss driving already
21467,sleep....good night tweeties!!! down to OC tomorrow. I hope and pray that Rachyl gets better SOON!!!,positive,1.0,sleepgood night tweeties oc tomorrow hope pray rachyl get better soon
21468,Watched Australia last night and got to say bloody fantastic film with the added bonus of Hugh Jackman  definitely a got to see movie.,positive,1.0,watched australia last night got say bloody fantastic film added bonus hugh jackman definitely got see movie
21469, I thimk you were working on those muscles we love so much.,positive,1.0,thimk working muscle love much
21470, OMG that is toooo funny!,positive,1.0,omg toooo funny
21471,"Thanks to good friends for coming out, hanging out and being our ears out there, you know who you are",positive,1.0,thanks good friend coming hanging ear know
21472, http://twitpic.com/4m9up - ?s this your house ?? The dog is really sweet,positive,1.0,httptwitpiccommup house dog really sweet
21473,GREG D: You should have cried too :L You could have got through!!   I still love you Greg. #BGT,positive,1.0,greg cried l could got still love greg bgt
21474, at once haha.  poor aby still gets sore!,negative,0.0,haha poor aby still get sore
21475,finally finished my marketing project only took me 7 hours..now just hanging out and relaxing,positive,1.0,finally finished marketing project took hoursnow hanging relaxing
21476, well I hovered over the button LOL NOT - sleep well Tiff and you are welcome,positive,1.0,well hovered button lol sleep well tiff welcome
21478,"Oficially Back to work, all systems up and running smoothly",positive,1.0,oficially back work system running smoothly
21479," thank u, thank u, thank u for everything this weekend!! U guys are AMAZING. I`ll see u again at alpine! Thx for chattin w us 2!",positive,1.0,thank u thank u thank u everything weekend u guy amazing ill see u alpine thx chattin w u
21481, - thank you - I take that as a compliment if I may -,positive,1.0,thank take compliment may
21483," ah, I`m so sorry it  I played a game of PSP with my friend tonight, and returned a while ago.",negative,0.0,ah im sorry played game psp friend tonight returned ago
21484, Thanks amigo!,positive,1.0,thanks amigo
21485,ugh... dunno why im just not in the best of moods... how do i know if i have allergies? meh...,negative,0.0,ugh dunno im best mood know allergy meh
21487,**** QW,negative,0.0,qw
21489, Laura elle s`en fou elle don`t like the french fans,negative,0.0,laura elle sen fou elle dont like french fan
21490,wow 2 months since i`ve been on twitter... supposed to go see Maat in PA but the James is sleepin,positive,1.0,wow month since ive twitter supposed go see maat pa james sleepin
21491, Unfortunately not,negative,0.0,unfortunately
21492,The Goonies. Projected. On a garage door. With my friends. Amazing.,positive,1.0,goony projected garage door friend amazing
21494," Were you able to watch it online?!  I hope you were!  And yeah, Belinda Jensen was really good",positive,1.0,able watch online hope yeah belinda jensen really good
21496,Feeling lonely and in need a a good friend,negative,0.0,feeling lonely need good friend
21498," Yes, actually there was some jam twitter traffic yesterday... But it can happen. Don`t worry",positive,1.0,yes actually jam twitter traffic yesterday happen dont worry
21499,The toaster oven was my fault. Now I`m going to look like an idiot in front of my father.,negative,0.0,toaster oven fault im going look like idiot front father
21500,  ok Cristal we gonna tweet talk again when its not so late...just follow sweetie....tweethug 4 ya,positive,1.0,ok cristal gonna tweet talk latejust follow sweetietweethug ya
21502,"http://twitpic.com/4woxi - Btw, concert was freaking awesome",positive,1.0,httptwitpiccomwoxi btw concert freaking awesome
21503," LOL, such a dork. Hmm, is that book pretty good? Maybe I should check it out. That`s why 4gb sucks  8 isn`t much better.",negative,0.0,lol dork hmm book pretty good maybe check thats gb suck isnt much better
21504,love to but  already got plan  going to queen mary !,positive,1.0,love already got plan going queen mary
21505,[Wrong!]  thanx  your THE awesome! http://tinyurl.com/ddqpoa,positive,1.0,wrong thanx awesome httptinyurlcomddqpoa
21506,Happy Mothers Day to all you mothers out there!!  i love my mom! GOODNIGHT everyonee!! ?,positive,1.0,happy mother day mother love mom goodnight everyonee
21507,"Just about to eat, home made indian food is boak  x",negative,0.0,eat home made indian food boak x
21508,_Seattle I totally 4 got about Golden Girls that is a gr8 Show,positive,1.0,seattle totally got golden girl gr show
21510,Decided I should study  (finger down throat making gaging noises) Hate MFs!!,negative,0.0,decided study finger throat making gaging noise hate mf
21512, You can`t make it down to NYC at all when I`m there huh?,negative,0.0,cant make nyc im huh
21513,_is_one84 Those suck so bad.,negative,0.0,isone suck bad
21516, morning Newt...hope you are well!,positive,1.0,morning newthope well
21517,is very upset to see carys and donna go today    miss you both hugely already!!! (Yes ok its only been like 3 hours) haaa..waaaah,negative,0.0,upset see carys donna go today miss hugely already yes ok like hour haaawaaaah
21518,Relaxing after a busy week and a tedious Saturday . . .,positive,1.0,relaxing busy week tedious saturday
21520,_kelly PJ days are the best days,positive,1.0,kelly pj day best day
21521,"I thought that there was going to be another Def Jam Fighting game, but then it turned out to be crappy karaoke game. I miss the fighting",negative,0.0,thought going another def jam fighting game turned crappy karaoke game miss fighting
21525,"Man, the French Open has been on for a week and I haven`t had the opportunity to catch a single match",negative,0.0,man french open week havent opportunity catch single match
21526,Guys. Just got someone with saran wrap. Tuesdays video shall be awesome,positive,1.0,guy got someone saran wrap tuesday video shall awesome
21528, not funny,negative,0.0,funny
21529," Oh man, that sux... price u pay for being on the org chart (and responsible, and stuff...)",negative,0.0,oh man sux price u pay org chart responsible stuff
21531,Brad Fastings is my favorite person to hang out with from 12 AM to 5 AM,positive,1.0,brad fasting favorite person hang
21532,  Good one,positive,1.0,good one
21533,  Your such a riot!!    You go girl!!,negative,0.0,riot go girl
21534, aww i`m sad  i didn`t get to go to your going away party!  stupid work!,negative,0.0,aww im sad didnt get go going away party stupid work
21538,Meeting up with Karen and the boys for some drinks at The Dock!!!  All I wanna do is drink though..    **** it like Andrea said! Haha,negative,0.0,meeting karen boy drink dock wanna drink though like andrea said haha
21542," i know right, that`s so weak  but the g1 seems most like the sk i think. latonya is lamesauce, just call her that from now on",negative,0.0,know right thats weak g seems like sk think latonya lamesauce call
21543, but he looks so much better with short hair,positive,1.0,look much better short hair
21545, i wish i  would in california.....i m so sad,negative,0.0,wish would californiai sad
21546," Whats with you though, you sound a bit down yourself.. not your boiler again is it",negative,0.0,whats though sound bit boiler
21548,I`m bummed that I didn`t get TEDx tickets,negative,0.0,im bummed didnt get tedx ticket
21553, And I thank you.,positive,1.0,thank
21556,Hm... TweetDeck has lost all old replies.,negative,0.0,hm tweetdeck lost old reply
21557,Don`t let the sun catch you crying - Oh my.. so cool  http://tinyurl.com/cugy8c,positive,1.0,dont let sun catch cry oh cool httptinyurlcomcugyc
21559,Turned my alarm off this morning because I thought it was Saturday. Had to rush to get ready for work because its def not Saturday   #FAIL,negative,0.0,turned alarm morning thought saturday rush get ready work def saturday fail
21563,seniors done  5 more days!! woohoo!! going out for the night.,positive,1.0,senior done day woohoo going night
21565,Bank holiday mondaaaaaay   Exams tomorrow  D:,negative,0.0,bank holiday mondaaaaaay exam tomorrow
21567,"Going to bed, no plans for tomorrow, just hanging around  Good night people <3",positive,1.0,going bed plan tomorrow hanging around good night people
21569, ow shitttt i cant come get drunk ihave to go to a photo shoot in portsmouth or sumfink  owwwwwwwwwwwww,negative,0.0,ow shitttt cant come get drunk ihave go photo shoot portsmouth sumfink owwwwwwwwwwwww
21570,I have a belly ache...,negative,0.0,belly ache
21571,  sadness. you could hang out with me and feel less apathetic.,negative,0.0,sadness could hang feel le apathetic
21572,school then game oh joy  totally not lookin forward to this day,positive,1.0,school game oh joy totally lookin forward day
21573,Wish I lived in or atleast relatively close to Ohio!   Haven`t seen _Troy or _McLoven in almost a year.,negative,0.0,wish lived atleast relatively close ohio havent seen troy mcloven almost year
21574,STAR TREK WAS PURE AWESOME! LOVE IT!!! <3333  It was so great seeing you!,positive,1.0,star trek pure awesome love great seeing
21576,"Aw man, Half Term isn`t long enough    lol!",negative,0.0,aw man half term isnt long enough lol
21578, I did laundry tonight too.  Guess I can admit that now that you paved the way.,positive,1.0,laundry tonight guess admit paved way
21579,Was meant to go play cricket but can`t get a lift so I`m now stuck at home watching the Apprentice on a lovely day  http://ff.im/-3niD8,negative,0.0,meant go play cricket cant get lift im stuck home watching apprentice lovely day httpffimnid
21580,Just saw Star Trek...one word: BombTastic!!! Go see it if you haven`t already. P.S. I love Jon Cho!!! Haha,positive,1.0,saw star trekone word bombtastic go see havent already p love jon cho haha
21581, I must admit when i first saw that name posted i thought it was an exploit attempt,negative,0.0,must admit first saw name posted thought exploit attempt
21586,Fight Club 10th anniversary re-enacting. Nice tattoos  http://img.suicidegirls.com/media/albums/6/57/13576/658166.jpg,positive,1.0,fight club th anniversary reenacting nice tattoo httpimgsuicidegirlscommediaalbumsjpg
21588,Have 3 of the 5 grandbabies again today. 19 month old twins and a 3 1/2 month infant. I love every minute of it too.,positive,1.0,grandbabies today month old twin month infant love every minute
21589," if our office bldg. sells we will move to another smaller one that we own, but will lose the gym",negative,0.0,office bldg sell move another smaller one lose gym
21591," get that fixed, after few years it can worth some thing",positive,1.0,get fixed year worth thing
21592, too late  I`m already on the bus goin home  what the he`ll u talkin about drinkin tea????,negative,0.0,late im already bus goin home hell u talkin drinkin tea
21594,EVERYONE VOTE FOR MILEY CYRUS FOR THE MTV MOVIE AWARDS BECAUSE I CAN`T THAT DOE`T WORK AT ME I`M #FRUSTRADED :@,negative,0.0,everyone vote miley cyrus mtv movie award cant doet work im frustraded
21596,"Last night, bad guys tried to enter in my garden . I was alone and I really got scared. Now, i feel really stupid. NOT FUNNY",negative,0.0,last night bad guy tried enter garden alone really got scared feel really stupid funny
21597,Molly keeps punching me cuz she sees yellow cars. I`m gonna be covered in bruises. I don`t like this game,negative,0.0,molly keep punching cuz see yellow car im gonna covered bruise dont like game
21598, No worries..  Going to ABP right now. Want something?,positive,1.0,worry going abp right want something
21600,I need to wake up earlier so I`m actually tired enough to fall asleep,negative,0.0,need wake earlier im actually tired enough fall asleep
21601,Watching French Open tennis - sad to see Venus make an early exit this morning!,negative,0.0,watching french open tennis sad see venus make early exit morning
21602," YAY!! that`s so cool  aww that woulda been sweet, no worries though! I`m just glad you had fun!!",positive,1.0,yay thats cool aww woulda sweet worry though im glad fun
21604, Oh no! Hope it`s not as bad as it sounds!,positive,1.0,oh hope bad sound
21606," Hey, thanx for following me, I`ll follow you",positive,1.0,hey thanx following ill follow
21608,I don`t do very good at funerals. Crying is way 2 contagious for me,negative,0.0,dont good funeral cry way contagious
21609,missing Taylor like crazy  cant wait till he`s back,negative,0.0,missing taylor like crazy cant wait till he back
21610, Lucky...and a wife who loves me.,positive,1.0,luckyand wife love
21611,That`s it! My local coffeeshop has sold me **** stuff for the last time... I`m quitting!,negative,0.0,thats local coffeeshop sold stuff last time im quitting
21612,"We should have a twitter reunion it would be awesome to meet you all lol, iwonder howd iget that to pull off",positive,1.0,twitter reunion would awesome meet lol iwonder howd iget pull
21617,It`s starting to look like the  website may not happen in any form,negative,0.0,starting look like website may happen form
21619,"I hate life at the mo, it sucks",negative,0.0,hate life mo suck
21620,whats going on tonight?!?!?! lets partyyyyy!,positive,1.0,whats going tonight let partyyyyy
21623,"4th time in 1 month that i`m spending time , for a broken airco this time.... sigh, great with this weekends weather",positive,1.0,th time month im spending time broken airco time sigh great weekend weather
21624, haha me tooooo! I miss you I havnt seen you in ages,negative,0.0,haha tooooo miss havnt seen age
21625,"Have to walk to school, and i have two welts on my thighs!",negative,0.0,walk school two welt thigh
21627,THE best job in the world & yes its in Australia  http://tinyurl.com/clxl4l,positive,1.0,best job world yes australia httptinyurlcomclxll
21630, I love flock on ubuntu,positive,1.0,love flock ubuntu
21631,Morning tweeple! I`m a bit sneezy today,negative,0.0,morning tweeple im bit sneezy today
21632,I think my book is gone forever... we mourn forever  ****!,negative,0.0,think book gone forever mourn forever
21637,so most kids love my dark hair some say that I dye it too much and they never know what color its going to be  yea me hahahahaha,positive,1.0,kid love dark hair say dye much never know color going yea hahahahaha
21639,"someone take care of me, im so sick",negative,0.0,someone take care im sick
21640, I`m depressed ! I want to know you and kiss you all,negative,0.0,im depressed want know kiss
21642,"So, what`s so great bout your so called `wonderful love life`?  For god sake, W-A-T-E-V-A!",positive,1.0,whats great bout called wonderful love life god sake wateva
21645, OMG that is AWFUL! $12k??? Wow     Our pyr figured out how to open a doorknobs one day by crushing them in her jaws and,negative,0.0,omg awful k wow pyr figured open doorknob one day crushing jaw
21647,got a lot of shopping done today...really excited bout my new travel journal! Going to go to sleep watching a movie with my cousins,positive,1.0,got lot shopping done todayreally excited bout new travel journal going go sleep watching movie cousin
21648, i wanted to go for my birthday...,positive,1.0,wanted go birthday
21653, hey Padster...it`s a dirt track.  thx for the info! I got 3 miles in,positive,1.0,hey padsterits dirt track thx info got mile
21657, TY my friend. Yes ur right.... a daughter is a daughter forever.,positive,1.0,ty friend yes ur right daughter daughter forever
21658,Missing my mother... t-11 days! HAPPY MOTHER`S DAY!!,positive,1.0,missing mother day happy mother day
21659,"Once again, I`m dealing with cancer in my direct family. Bugger  Cancel sucks!",negative,0.0,im dealing cancer direct family bugger cancel suck
21660,going to church  god bless you all.,positive,1.0,going church god bless
21662,"Don`t worry, I won`t  I`ll send it to you as soon as I land in Delhi. I`ll let you know about the price in a little while.",positive,1.0,dont worry wont ill send soon land delhi ill let know price little
21670, Wolverine is awesome.. love it! your such a great actor..,positive,1.0,wolverine awesome love great actor
21672," I really hope you see my tweets. Sent you so much, I swear. Do a tour in the Philippines, please?  *prays*",positive,1.0,really hope see tweet sent much swear tour philippine please prays
21673,A delay until midnight  bloody thomson!!!!,negative,0.0,delay midnight bloody thomson
21674,"tired and bored, watching movies while i`m home alone",negative,0.0,tired bored watching movie im home alone
21676,"Currently 52ï¿½ in Msla, not a cloud in the sky, no humidity, gonna get into the 80s today, and I`m...working.",negative,0.0,currently ï ½ msla cloud sky humidity gonna get today imworking
21677,I am off to bed now....my family has a wonderful day planned for me today      Happy Mother`s Day,positive,1.0,bed nowmy family wonderful day planned today happy mother day
21679,"Grew fat today  GSS was so hxc I saw a full house Chanel, JC, Pedder Red and Ferragamo! How great is the economic downturn.",positive,1.0,grew fat today g hxc saw full house chanel jc pedder red ferragamo great economic downturn
21680, you really have to come to ireland some time! we love you over here <3,positive,1.0,really come ireland time love
21681,Just got a bunch of presents in the mail from my mama! So excited to open them on my birthday... 3 more days!,positive,1.0,got bunch present mail mama excited open birthday day
21682,its gonna be a great week! dallas next weekend!!!,positive,1.0,gonna great week dallas next weekend
21683, That sucks,negative,0.0,suck
21685,I had fun this summer,positive,1.0,fun summer
21686,I hate going to work on nights that I`m in micro.   At least I get to work with !,negative,0.0,hate going work night im micro least get work
21687, I did?!  yay! Where did I get that extra ï¿½300 from? Hmm.. anyway  I`m going to be partying hard when I get it,positive,1.0,yay get extra ï ½ hmm anyway im going partying hard get
21688," yea, feel like im bein ignored",negative,0.0,yea feel like im bein ignored
21689,traveling to L.a today to see grandpa in hospital..Yet another road block to cross fro my family,negative,0.0,traveling la today see grandpa hospitalyet another road block cross fro family
21693,Just finished taking world geograhy final!!! I think I did bad!!!!,negative,0.0,finished taking world geograhy final think bad
21694, thank you Jonas,positive,1.0,thank jonas
21695, ur really the sweetest person ever! thanks for making everyone`s dreams come true..(p.s) my dream is for u 2twitter me back  x,positive,1.0,ur really sweetest person ever thanks making everyones dream come trueps dream u twitter back x
21696,_M Thanks for remembering,positive,1.0,thanks remembering
21697, I`m going to ask Waldi. I hope he makes a new keyword for me,positive,1.0,im going ask waldi hope make new keyword
21699, i wish i could find my camera cause i really wanna record some too...,positive,1.0,wish could find camera cause really wanna record
21701,has a headache already?  boo,negative,0.0,headache already boo
21703,Enjoying 'Gears of War' on my PC ! This game is really gooooood,positive,1.0,enjoying gear war pc game really gooooood
21708, you`re a big man for embracing your tears,positive,1.0,youre big man embracing tear
21709,Oh man. I have been sick all night. I feel awful.,negative,0.0,oh man sick night feel awful
21710,I hate this weather  i wanna bake,negative,0.0,hate weather wanna bake
21712,oh i hate the rain... and septa... and leaving my dog,negative,0.0,oh hate rain septum leaving dog
21713,Listening to Weightless by All Time Low. Thanks to  for making me listening to it!,positive,1.0,listening weightless time low thanks making listening
21715,twitter is acting weird,negative,0.0,twitter acting weird
21716,DANG! I just ran over a bunny on the way home.  Why do I feel so bad? And Why do I have more compassion for animals than I do humans?,negative,0.0,dang ran bunny way home feel bad compassion animal human
21720, Hey guys! can i ask; what item did u guys put up for ur talent show? i am such a BIG fans of both of you! whoo!,positive,1.0,hey guy ask item u guy put ur talent show big fan whoo
21721,Watchin Grease 2 and waiting for 9 to hurry up and come so I can talk to my girl. Ugh..... it seems so far away...,negative,0.0,watchin grease waiting hurry come talk girl ugh seems far away
21722,i got peanut butter in my beard  it felt weird after... and axe body wash burnt my eyes... but now they`re okay.,negative,0.0,got peanut butter beard felt weird axe body wash burnt eye theyre okay
21724," Awwwwwww. You two are the cutest.  And gods, I LOVE your hair.",positive,1.0,awwwwwww two cutest god love hair
21725, Did you see my message mandingo jr.!!..lol. I hope its music i`ll like.,positive,1.0,see message mandingo jrlol hope music ill like
21726,I JUS FOUND MY I.D. FINALLY ; IT WAS IN THE LINT THINGY IN THE DRYER LOL ITS ALL BENT OUTTA SHAPE NOW  IM MAD,negative,0.0,jus found id finally lint thingy dryer lol bent outta shape im mad
21727,auntie diane wins quote of the day 'and hes the incredible hulk',positive,1.0,auntie diane win quote day he incredible hulk
21728," ohhh ok. so like, it`s more frustrating? I had my hands on a 3g iphone last week but it was upgraded so i couldn`t unlock it",negative,0.0,ohhh ok like frustrating hand g iphone last week upgraded couldnt unlock
21729, yay!! we`ll all move!! sorry dh is being Grr...  ****,negative,0.0,yay well move sorry dh grr
21730, Baking WIN! Thanks for that!,positive,1.0,baking win thanks
21731, me too i hate revision,negative,0.0,hate revision
21732,just had the most emo moment too many tears love my family and sorors,positive,1.0,emo moment many tear love family sorors
21735,just helping myself to some caramel digestives,positive,1.0,helping caramel digestive
21736, Ben and Jerry...yummmmy!!!,positive,1.0,ben jerryyummmmy
21737,"i want a dog or a cat or something  i want something to unconditonally love, thats not materialistic or a family memeber",positive,1.0,want dog cat something want something unconditonally love thats materialistic family memeber
21739," Lara, thank you so much 4 the #FF recommend!",positive,1.0,lara thank much ff recommend
21740,"iï¿½m boring - bad weather today, watchingn alias and having fun  with my boyfriend",negative,0.0,iï ½m boring bad weather today watchingn alias fun boyfriend
21741,"@_everaldo on my MacBook I run Linux with Parallels and on my iMac I use VMware Fusion and both are great, especially in 'Unity'-mode.",positive,1.0,everaldo macbook run linux parallel imac use vmware fusion great especially unitymode
21743, the pictures tells me me that u were surrounded by adorable children!  hehe,positive,1.0,picture tell u surrounded adorable child hehe
21745,"_OfOz cool, catch you laterz!!!",positive,1.0,ofoz cool catch laterz
21746, haha me either but like ive always loved hilary  shes the girl id turn **** for  haha,positive,1.0,haha either like ive always loved hilary shes girl id turn haha
21749, If it makes you feel better I lost 10 overnight cause I posted a picture of a baby,positive,1.0,make feel better lost overnight cause posted picture baby
21750, you are very welcome,positive,1.0,welcome
21751,HAPPY MOTHER DAY JANEY! EVEN THOUGH IDK IF YOUR A MOMMY!,positive,1.0,happy mother day janey even though idk mommy
21752, Sorry I didn`t go  Jesus wasn`t feeling it. And you know I can`t see it with out my best bud. Well that movie anyways ,negative,0.0,sorry didnt go jesus wasnt feeling know cant see best bud well movie anyways
21754,can`t tell you how thrilled I am to have just had a nosebleed.  first time in ages.  overjoyed doesn`t cover it.  urgh,negative,0.0,cant tell thrilled nosebleed first time age overjoyed doesnt cover urgh
21755,i feel like ****,negative,0.0,feel like
21757,I`m so proud of Dr. House for detoxing.  His Amber hallucination is evil!!,positive,1.0,im proud dr house detoxing amber hallucination evil
21758, THAT`S A SHAME REALLY,negative,0.0,thats shame really
21759,listening to the best days of your life by kellie pickler,positive,1.0,listening best day life kellie pickler
21760,wants to wish all the moms a Happy Mother`s Day.  Hope you`re all treated like Queens!,positive,1.0,want wish mom happy mother day hope youre treated like queen
21762,: thx for the follow!,positive,1.0,thx follow
21763,I hate hiccups,negative,0.0,hate hiccup
21765,at work and it sucks big time,negative,0.0,work suck big time
21766,Prom was awesome.,positive,1.0,prom awesome
21771,_WOCKEEZ I wanna go! But I won`t be there  I`m sure that the show will be great!!,positive,1.0,wockeez wanna go wont im sure show great
21772, i got a messgae but it didnt work cause i have a text saver not like money credit  im sad now. wat do i do?? xoxo,negative,0.0,got messgae didnt work cause text saver like money credit im sad wat xoxo
21775,Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.,negative,0.0,note self never ever leave macbook pro stupid icurve fell
21776, The bag looks stylish. Congrats!,positive,1.0,bag look stylish congrats
21778,My dad just told me that he wants to put me up for sale on craigslist,negative,0.0,dad told want put sale craigslist
21779, Yeah i like it,positive,1.0,yeah like
21781, so I`ve organised a day of indulgence & luxury for her. A pamper day  fingers crossed she likes the surprise..,positive,1.0,ive organised day indulgence luxury pamper day finger crossed like surprise
21784,"i misss my phone,",negative,0.0,miss phone
21786, I`m jealous. I have so let it slip what with the baby and all. Not sure I could even do a half right now,negative,0.0,im jealous let slip baby sure could even half right
21787,I have had the William Shatner version of Rocket Man in my head for 3 days now. It`s **** distracting,negative,0.0,william shatner version rocket man head day distracting
21788, Im doing great thank you,positive,1.0,im great thank
21791,Good Morning Folks 13 more days to go! and sadly 2 more days of the Giro  but that means the Tour is not too far away,negative,0.0,good morning folk day go sadly day giro mean tour far away
21792,"_caruso So I took the polish off of the nail of the finger the door handle murdered earlier, and well... it`s not pretty....",negative,0.0,caruso took polish nail finger door handle murdered earlier well pretty
21793,I`m emailing my best friend Deanna with my yahoo account. Emailing is FUN.  <3,positive,1.0,im emailing best friend deanna yahoo account emailing fun
21796,is fairly upset at the fact the twitter/bgt session will have to commence without Sam..,negative,0.0,fairly upset fact twitterbgt session commence without sam
21799,  Great!  I was hoping to run under 40mins and ended up doing 39:07  Woo hoo!  Gotta love the C25k,positive,1.0,great hoping run min ended woo hoo gotta love ck
21801,Im going bed i dnt feel well as always,negative,0.0,im going bed dnt feel well always
21802,Stupid Twitter - now I`m faceless ...,negative,0.0,stupid twitter im faceless
21804," Well let`s be blessed together then too! Yes, I feel better, but I would be sick again though if my little was spared.",positive,1.0,well let blessed together yes feel better would sick though little spared
21807,offically in DC .....  missing my numero uno,negative,0.0,offically dc missing numero uno
21811,wants New Moon.  AHH Im going crazy.,negative,0.0,want new moon ahh im going crazy
21812,It`s too hot. I hate summer  #harrymcflytosing,negative,0.0,hot hate summer harrymcflytosing
21813," I work with drunk golfers, it can be exciting! It wasn`t bad  Yours, sir?",positive,1.0,work drunk golfer exciting wasnt bad sir
21815," Its so addicting, but its kind of a curse to do them at night time. Everytime i do one, i feel like making music afterwards",negative,0.0,addicting kind curse night time everytime one feel like making music afterwards
21816, ouch acid reflux hurt too...,negative,0.0,ouch acid reflux hurt
